"ID"	"word"	"def"	"spionicword"	"partid"	"btid"	"root"	"uncertain"	"Note"	"root_word"	"alpha"	"lucidaword"	"present"	"future"	"aorist"	"perfect"	"perfmid"	"aoristpass"	"compound"	"verbclass"	"Gender"	"beta"	"Spaces"	"Level"	"Parent"
795	"ἀνεγείρω"	"to wake up, rouse"	"a)negei/rw "	2	0	213	0		0	"ameceiqy"	"ἀνεγείρω"							0	0	0	"a)negei/rw"	1	2	2834
796	"ἀνέδην"	"let loose, freely, without restraint"	"a)ne/dhn "	4	0	0	0		0	"amedgm"	"ἀνέδην"							0	0	0	"a)ne/dhn"	0	0	0
797	"ἀνέθεσαν"		"a)ne/qesan "	0	0	0	-1		0	"amehesam"	"ἀνέθεσαν"							0	0	0	"a)ne/qesan"	0	0	0
798	"ἀνείλιξις"		"a)nei/licij "	1	0	0	0		0	"ameikinir"	"ἀνείλιξις"							0	0	0	"a)nei/licis"	0	0	0
799	"ἀνείλω"		"a)nei/lw "	2	0	0	0		0	"ameiky"	"ἀνείλω"							0	0	0	"a)nei/lw"	0	0	0
800	"ἄνειμι"	"to go up"	"a)/neimi "	2	0	220	0		0	"ameili"	"ἄνειμι"							0	0	0	"a)/neimi"	1	3	2933
801	"ἀνέκπληκτος"	"undaunted, intrepid"	"a)ne/kplhktoj "	3	0	431	0		0	"amejpkgjtor"	"ἀνέκπληκτος"							0	0	0	"a)ne/kplhktos"	0	1	0
802	"ἀνέκπλυτος"		"a)ne/kplutoj "	3	0	0	0		0	"amejpkutor"	"ἀνέκπλυτος"							0	0	0	"a)ne/kplutos"	0	0	0
803	"ἀνεκτέον"		"a)nekte/on "	0	0	0	0		0	"amejteom"	"ἀνεκτέον"							0	0	0	"a)nekte/on"	0	0	0
804	"ἀνεκτέος"	"to be borne"	"a)nekte/oj "	3	0	231	0		0	"amejteor"	"ἀνεκτέος"							0	0	0	"a)nekte/os"	0	1	0
805	"ἀνεκτός"	"bearable, sufferable, tolerable"	"a)nekto/j "	3	0	231	0		0	"amejtor"	"ἀνεκτός"							0	0	0	"a)nekto/s"	0	2	0
806	"ἀνέλεγκτος"	"not cross-questioned, safe from being questioned"	"a)ne/legktoj "	3	0	337	0		0	"amekecjtor"	"ἀνέλεγκτος"							0	0	0	"a)ne/legktos"	0	6	0
807	"ἀνελευθερία"	"illiberality"	"a)neleuqeri/a "	1	0	794	0		0	"amekeuheqia"	"ἀνελευθερία"							0	0	0	"a)neleuqeri/a"	0	1	0
808	"ἀνελεύθερος"	"not fit for a free man"	"a)neleu/qeroj "	3	0	794	0		0	"amekeuheqor"	"ἀνελεύθερος"							0	0	0	"a)neleu/qeros"	0	2	0
809	"ἀνελίσσω"	"to unroll"	"a)neli/ssw "	2	0	808	0		0	"amekissy"	"ἀνελίσσω"							0	3	0	"a)neli/ssw"	1	2	3141
810	"ἀνέλπιστος"	"unhoped for, unlooked for"	"a)ne/lpistoj "	3	0	814	0		0	"amekpistor"	"ἀνέλπιστος"							0	0	0	"a)ne/lpistos"	0	1	0
811	"ἀνεμέσητος"	"free from blame, without offence"	"a)neme/shtoj "	3	0	0	0		0	"amelesgtor"	"ἀνεμέσητος"							0	0	0	"a)neme/shtos"	0	0	0
812	"ἀνεμιαῖος"		"a)nemiai=oj "	3	0	0	0		0	"ameliaior"	"ἀνεμιαι̂ος"							0	0	0	"a)nemiai=os"	0	0	0
813	"ἄνεμος"	"wind"	"a)/nemoj "	1	0	64	0		-1	"amelor"	"ἄνεμος"							0	0	0	"a)/nemos"	0	1	0
814	"ἀνεμόω"	"to expose to the wind:—"	"a)nemo/w "	2	0	64	0		0	"ameloy"	"ἀνεμόω"							0	0	0	"a)nemo/w"	0	2	0
815	"ἀνεξέταστος"	"not inquired into or examined"	"a)nece/tastoj "	3	0	719	0		0	"amenetastor"	"ἀνεξέταστος"							0	0	0	"a)nece/tastos"	0	1	0
816	"ἀνεπίληπτος"	"not open to attack, not censured, blameless"	"a)nepi/lhptoj "	3	0	0	0		0	"amepikgptor"	"ἀνεπίληπτος"							0	0	0	"a)nepi/lhptos"	0	0	0
817	"ἀνεπιστημοσύνη"	"want of knowledge, ignorance, unskilfulness"	"a)nepisthmosu/nh "	1	0	843	0		0	"amepistglosumg"	"ἀνεπιστημοσύνη"							0	0	0	"a)nepisthmosu/nh"	0	1	0
818	"ἀνεπιστήμων"	"not knowing, ignorant, unskilful"	"a)nepisth/mwn "	3	0	843	0		0	"amepistglym"	"ἀνεπιστήμων"							0	0	0	"a)nepisth/mwn"	0	2	0
819	"ἀνεπιτήδειος"	"unserviceable, unfit"	"a)nepith/deioj "	3	0	762	0		0	"amepitgdeior"	"ἀνεπιτήδειος"							0	0	0	"a)nepith/deios"	0	1	0
820	"ἀνεπίφθονος"	"without reproach"	"a)nepi/fqonoj "	3	0	584	0		0	"amepivhomor"	"ἀνεπίφθονος"							0	0	0	"a)nepi/fqonos"	0	1	0
821	"ἀνερευνάω"	"to examine closely, investigate"	"a)nereuna/w "	2	0	720	0		0	"ameqeumay"	"ἀνερευνάω"							0	0	0	"a)nereuna/w"	1	8	3850
822	"ἀνερεύνητος"	"not investigated"	"a)nereu/nhtoj "	3	0	720	0		0	"ameqeumgtor"	"ἀνερεύνητος"							0	0	0	"a)nereu/nhtos"	0	2	0
823	"ἀνερμάτιστος"		"a)nerma/tistoj "	0	0	0	0		0	"ameqlatistor"	"ἀνερμάτιστος"							0	0	0	"a)nerma/tistos"	0	0	0
824	"ἀνέρομαι"	"to enquire of, question"	"a)ne/romai "	2	0	226	0		0	"ameqolai"	"ἀνέρομαι"							0	0	0	"a)ne/romai"	0	1	0
825	"ἀνερυθριάω"	"to begin to blush, blush up"	"a)neruqria/w "	2	0	788	0		0	"amequhqiay"	"ἀνερυθριάω"							0	0	0	"a)neruqria/w"	0	1	3889
826	"ἀνέρχομαι"	"to go up"	"a)ne/rxomai "	2	0	225	0		0	"ameqwolai"	"ἀνέρχομαι"							0	0	0	"a)ne/rxomai"	1	2	3897
827	"ἀνερωτάω"	"to ask or inquire of, question"	"a)nerwta/w "	2	0	227	0		0	"ameqytay"	"ἀνερωτάω"							0	0	0	"a)nerwta/w"	1	7	3902
828	"ἀνερωτητέον"		"a)nerwthte/on "	0	0	227	0		0	"ameqytgteom"	"ἀνερωτητέον"							0	0	0	"a)nerwthte/on"	0	1	0
829	"ἀνερωτητέος"		"a)nerwthte/oj "	0	0	227	0		0	"ameqytgteor"	"ἀνερωτητέος"							0	0	0	"a)nerwthte/os"	0	2	0
830	"ἀνετέον"		"a)nete/on "	0	0	286	0		0	"ameteom"	"ἀνετέον"							0	0	0	"a)nete/on"	0	1	0
831	"ἀνετέος"	"one must dismiss"	"a)nete/oj "	3	0	286	0		0	"ameteor"	"ἀνετέος"							0	0	0	"a)nete/os"	0	2	0
832	"ἄνευ"	"without"	"a)/neu "	10	0	0	0		0	"ameu"	"ἄνευ"							0	0	0	"a)/neu"	0	0	0
833	"ἄνευκτος"	"not wishing, not praying"	"a)/neuktoj "	3	0	712	0		0	"ameujtor"	"ἄνευκτος"							0	0	0	"a)/neuktos"	0	2	0
834	"ἀνευρετέον"		"a)neurete/on "	0	0	692	0		0	"ameuqeteom"	"ἀνευρετέον"							0	0	0	"a)neurete/on"	0	1	0
835	"ἀνευρετέος"		"a)neurete/oj "	0	0	692	0		0	"ameuqeteor"	"ἀνευρετέος"							0	0	0	"a)neurete/os"	0	2	0
836	"ἀνεύρετος"		"a)neu/retoj "	0	0	692	0		0	"ameuqetor"	"ἀνεύρετος"							0	0	0	"a)neu/retos"	0	3	0
837	"ἀνευρίσκω"	"to find out, make out, discover"	"a)neuri/skw "	2	0	692	0		0	"ameuqisjy"	"ἀνευρίσκω"							0	0	0	"a)neuri/skw"	1	12	4098
838	"ἀνευφημέω"	"to shout εὐφήμει or εὐφημεῖτε"	"a)neufhme/w "	2	0	580	0		0	"ameuvgley"	"ἀνευφημέω"							0	0	0	"a)neufhme/w"	0	1	0
839	"ἀνέχω"	"to hold up"	"a)ne/xw "	2	0	231	0		0	"amewy"	"ἀνέχω"							0	0	0	"a)ne/xw"	1	11	4196
840	"ἀνεψιός"	"a first-cousin, cousin"	"a)neyio/j "	1	19	0	0		0	"amexior"	"ἀνεψιός"							0	0	0	"a)neyio/s"	0	0	0
841	"ἀνήκοος"	"without hearing"	"a)nh/kooj "	3	0	39	0		0	"amgjoor"	"ἀνήκοος"							0	0	0	"a)nh/koos"	0	10	349
842	"ἀνήκω"	"to have come up to"	"a)nh/kw "	2	0	657	0		0	"amgjy"	"ἀνήκω"							0	0	0	"a)nh/kw"	1	2	4297
843	"ἀνήνυτος"	"endless"	"a)nh/nutoj "	3	0	0	0		0	"amgmutor"	"ἀνήνυτος"							0	0	0	"a)nh/nutos"	0	0	0
844	"ἀνήρ"	"a man"	"a)nh/r "	1	0	65	0		-1	"amgq"	"ἀνήρ"							0	0	0	"a)nh/r"	0	16	0
845	"Ἀνθεμίων"		")Anqemi/wn "	6	0	0	0		0	"amheliym"	" ̓Ανθεμίων"							0	0	0	"*)anqemi/wn"	0	0	0
846	"ἀνθέω"	"to blossom, bloom"	"a)nqe/w "	2	0	66	0		0	"amhey"	"ἀνθέω"							0	0	0	"a)nqe/w"	0	2	0
847	"ἄνθη"	"full bloom"	"a)/nqh "	1	2	66	0		0	"amhg"	"ἄνθη"							0	0	0	"a)/nqh"	0	4	0
848	"ἀνθίστημι"	"to set against"	"a)nqi/sthmi "	2	0	293	0		0	"amhistgli"	"ἀνθίστημι"							0	0	0	"a)nqi/sthmi"	1	11	4803
849	"ἄνθος"	"a blossom, flower"	"a)/nqoj "	1	2	66	0		-1	"amhor"	"ἄνθος"							0	0	0	"a)/nqos"	0	5	0
850	"ἀνθρώπειος"	"of or belonging to man, human"	"a)nqrw/peioj "	3	0	65	0		0	"amhqypeior"	"ἀνθρώπειος"							0	0	0	"a)nqrw/peios"	0	17	0
851	"ἀνθρωπικός"	"of or for a man, human"	"a)nqrwpiko/j "	3	0	65	0		0	"amhqypijor"	"ἀνθρωπικός"							0	0	0	"a)nqrwpiko/s"	0	18	0
852	"ἀνθρώπινος"	"of, from or belonging to man, human"	"a)nqrw/pinoj "	3	0	65	0		0	"amhqypimor"	"ἀνθρώπινος"							0	0	0	"a)nqrw/pinos"	0	19	0
853	"ἀνθρώπιον"	"a manikin"	"a)nqrw/pion "	1	0	65	0		0	"amhqypiom"	"ἀνθρώπιον"							0	0	0	"a)nqrw/pion"	0	20	0
854	"ἀνθρωποθηρία"		"a)nqrwpoqhri/a "	1	0	65	0		0	"amhqypohgqia"	"ἀνθρωποθηρία"							0	0	0	"a)nqrwpoqhri/a"	0	21	0
855	"ἀνθρωπονομικός"		"a)nqrwponomiko/j "	3	0	65	0		0	"amhqypomolijor"	"ἀνθρωπονομικός"							0	0	0	"a)nqrwponomiko/s"	0	22	0
856	"ἄνθρωπος"	"man"	"a)/nqrwpoj "	1	0	65	0		0	"amhqypor"	"ἄνθρωπος"							0	0	0	"a)/nqrwpos"	0	23	0
857	"ἀνθρώπωνυνκνοων"		"a)nqrw/pwnunknown "	0	0	0	-1		0	"amhqypymumjmoym"	"ἀνθρώπωνυνκνοων"							0	0	0	"a)nqrw/pwnUnknown"	0	0	0
858	"ἀνία"	"grief, sorrow, distress, trouble"	"a)ni/a "	1	0	67	0		-1	"amia"	"ἀνία"							0	0	0	"a)ni/a"	0	1	0
859	"ἀνιάζω"	"to grieve, distress"	"a)nia/zw "	2	0	67	0		0	"amiafy"	"ἀνιάζω"							0	3	0	"a)nia/zw"	0	2	0
860	"ἀνιάομαι"	"to cure again, repair"	"a)nia/omai "	2	0	279	0		0	"amiaolai"	"ἀνιάομαι"							0	0	0	"a)nia/omai"	1	5	4635
861	"ἀνιαρός"	"grievous, troublesome, annoying"	"a)niaro/j "	3	0	67	0		0	"amiaqor"	"ἀνιαρός"							0	0	0	"a)niaro/s"	0	3	0
862	"ἀνίατος"	"incurable"	"a)ni/atoj "	3	0	279	0		0	"amiator"	"ἀνίατος"							0	0	0	"a)ni/atos"	0	1	0
863	"ἀνιάω"	"to grieve, distress"	"a)nia/w "	2	0	67	0		0	"amiay"	"ἀνιάω"							0	0	0	"a)nia/w"	0	4	0
864	"ἀνιερόω"	"to dedicate, devote"	"a)niero/w "	2	0	284	0		0	"amieqoy"	"ἀνιερόω"							0	0	0	"a)niero/w"	1	14	4688
865	"ἀνίημι"	"to send up or forth"	"a)ni/hmi "	2	0	286	0		0	"amigli"	"ἀνίημι"							0	0	0	"a)ni/hmi"	1	8	4692
866	"ἀνίκητος"	"unconquered, unconquerable"	"a)ni/khtoj "	3	0	742	0		0	"amijgtor"	"ἀνίκητος"							0	0	0	"a)ni/khtos"	0	1	0
867	"ἀνικμάω"		"a)nikma/w "	2	0	0	0		0	"amijlay"	"ἀνικμάω"							0	0	0	"a)nikma/w"	0	0	0
868	"ἄνισος"	"unequal, uneven"	"a)/nisoj "	3	0	292	0		0	"amisor"	"ἄνισος"							0	0	0	"a)/nisos"	0	1	0
869	"ἀνισότης"	"inequality"	"a)niso/thj "	1	0	292	0		0	"amisotgr"	"ἀνισότης"							0	0	0	"a)niso/ths"	0	2	0
870	"ἀνισόω"	"to make equal, equalise"	"a)niso/w "	2	0	292	0		0	"amisoy"	"ἀνισόω"							0	0	0	"a)niso/w"	1	20	4799
871	"ἀνίστημι"	"to make to stand up, raise up"	"a)ni/sthmi "	2	0	293	0		0	"amistgli"	"ἀνίστημι"							0	0	0	"a)ni/sthmi"	1	12	4803
872	"ἀνοηταίνω"		"a)nohtai/nw "	2	0	368	0		0	"amogtaimy"	"ἀνοηταίνω"							0	3	0	"a)nohtai/nw"	0	4	0
873	"ἀνόητος"	"not thought on, unheard of"	"a)no/htoj "	3	0	368	0		0	"amogtor"	"ἀνόητος"							0	0	0	"a)no/htos"	0	5	0
874	"ἄνοια"	"want of understanding, folly"	"a)/noia "	1	0	368	0		0	"amoia"	"ἄνοια"							0	0	0	"a)/noia"	0	6	0
875	"ἀνοίγνυμι"	"to open"	"a)noi/gnumi "	2	0	653	0		0	"amoicmuli"	"ἀνοίγνυμι"							0	0	0	"a)noi/gnumi"	0	1	0
876	"ἀνοιδέω"	"to swell up"	"a)noide/w "	2	0	755	0		0	"amoidey"	"ἀνοιδέω"							0	0	0	"a)noide/w"	1	2	6592
877	"ἀνολοφύρομαι"	"to break into loud wailing"	"a)nolofu/romai "	2	0	838	0		0	"amokovuqolai"	"ἀνολοφύρομαι"							0	0	0	"a)nolofu/romai"	0	1	6702
878	"ἀνομαλόω"		"a)nomalo/w "	2	0	0	0		0	"amolakoy"	"ἀνομαλόω"							0	0	0	"a)nomalo/w"	0	0	0
879	"ἀνομία"	"lawlessness"	"a)nomi/a "	1	0	365	0		0	"amolia"	"ἀνομία"							0	0	0	"a)nomi/a"	0	1	0
880	"ἀνόμοιος"	"unlike, dissimilar"	"a)no/moioj "	3	0	389	0		0	"amoloior"	"ἀνόμοιος"							0	0	0	"a)no/moios"	0	1	0
881	"ἀνομοιότης"	"dissimilarity"	"a)nomoio/thj "	1	0	389	0		0	"amoloiotgr"	"ἀνομοιότης"							0	0	0	"a)nomoio/ths"	0	2	0
882	"ἀνομοιόω"	"to make unlike or dissimilar"	"a)nomoio/w "	2	0	389	0		0	"amoloioy"	"ἀνομοιόω"							0	0	0	"a)nomoio/w"	0	3	6751
883	"ἀνομοίωσις"		"a)nomoi/wsij "	1	0	389	0		0	"amoloiysir"	"ἀνομοίωσις"							0	0	0	"a)nomoi/wsis"	0	4	0
884	"ἀνομολογέομαι"	"to agree upon"	"a)nomologe/omai "	2	0	337	0		0	"amolokoceolai"	"ἀνομολογέομαι"							0	0	0	"a)nomologe/omai"	0	7	6757
885	"ἀνομολογούμενος"	"not agreeing, inconsistent"	"a)nomologou/menoj "	3	0	337	0		0	"amolokocoulemor"	"ἀνομολογούμενος"							0	0	0	"a)nomologou/menos"	0	8	0
886	"ἄνομος"	"without law, lawless"	"a)/nomoj "	3	0	365	0		0	"amolor"	"ἄνομος"							0	0	0	"a)/nomos"	0	2	0
887	"ἄνοος"	"without understanding, foolish, silly"	"a)/nooj "	3	0	368	0		0	"amoor"	"ἄνοος"							0	0	0	"a)/noos"	0	7	0
888	"ἄνοπλος"	"without the ὅπλον or large shield"	"a)/noploj "	3	0	393	0		0	"amopkor"	"ἄνοπλος"							0	0	0	"a)/noplos"	0	1	0
889	"ἀνόρατος"		"a)no/ratoj "	3	0	394	0		0	"amoqator"	"ἀνόρατος"							0	0	0	"a)no/ratos"	1	3	6859
890	"ἀνοργίαστος"		"a)norgi/astoj "	3	0	811	0		0	"amoqciastor"	"ἀνοργίαστος"							0	0	0	"a)norgi/astos"	0	1	0
891	"ἀνόσιος"	"unholy, profane"	"a)no/sioj "	3	0	401	0		0	"amosior"	"ἀνόσιος"							0	0	0	"a)no/sios"	1	2	6932
892	"ἀνοσιότης"	"profaneness"	"a)nosio/thj "	1	0	401	0		0	"amosiotgr"	"ἀνοσιότης"							0	0	0	"a)nosio/ths"	1	4	6933
893	"ἄνοσος"	"without sickness, healthy, sound"	"a)/nosoj "	3	0	683	0		0	"amosor"	"ἄνοσος"							0	0	0	"a)/nosos"	0	1	0
894	"ἀνρεία"		"a)nrei/a "	1	0	0	0		0	"amqeia"	"ἀνρεία"							0	0	0	"a)nrei/a"	0	0	0
895	"ἄντα"	"over against, face to face"	"a)/nta "	4	0	0	0		0	"amta"	"ἄντα"							0	0	0	"a)/nta"	0	0	0
896	"ἀνταγωνίζομαι"	"to struggle against, prove a match for"	"a)ntagwni/zomai "	2	0	18	0		0	"amtacymifolai"	"ἀνταγωνίζομαι"							0	0	0	"a)ntagwni/zomai"	0	8	117
897	"ἀνταγωνιστέω"	"to oppose, be a rival"	"a)ntagwniste/w "	2	0	18	0		0	"amtacymistey"	"ἀνταγωνιστέω"							0	0	0	"a)ntagwniste/w"	0	9	0
898	"ἀνταγωνιστής"	"an opponent, competitor, rival"	"a)ntagwnisth/j "	1	0	18	0		0	"amtacymistgr"	"ἀνταγωνιστής"							0	0	0	"a)ntagwnisth/s"	0	10	118
899	"ἀνταῖος"	"set over against, right opposite"	"a)ntai=oj "	3	0	0	0		0	"amtaior"	" ̓Ανται̂ος"							0	0	0	"*)antai=os"	0	0	0
900	"Ἀνταῖος"		")Antai=oj "	6	0	0	0		0	"amtaior"	"ἀνται̂ος"							0	0	0	"a)ntai=os"	0	0	0
901	"ἀνταίρω"	"to raise against"	"a)ntai/rw "	2	0	29	0		0	"amtaiqy"	"ἀνταίρω"							0	3	0	"a)ntai/rw"	1	5	274
902	"ἀντακούω"	"to hear in turn"	"a)ntakou/w "	2	0	39	0		0	"amtajouy"	"ἀντακούω"							0	0	0	"a)ntakou/w"	1	7	358
903	"ἀνταλλάσσω"	"to exchange"	"a)ntalla/ssw "	2	0	50	0		0	"amtakkassy"	"ἀνταλλάσσω"							0	3	0	"a)ntalla/ssw"	1	6	430
904	"ἀντάξιος"	"worth just as much as"	"a)nta/cioj "	3	0	69	0		0	"amtanior"	"ἀντάξιος"							0	0	0	"a)nta/cios"	0	2	1006
905	"ἀνταποδίδωμι"	"to give back, repay, tender in repayment or requital"	"a)ntapodi/dwmi "	2	0	190	0		0	"amtapodidyli"	"ἀνταποδίδωμι"							0	0	0	"a)ntapodi/dwmi"	2	8	1157
906	"ἀνταποδοτέον"		"a)ntapodote/on "	0	0	190	0		0	"amtapodoteom"	"ἀνταποδοτέον"							0	0	0	"a)ntapodote/on"	0	2	0
907	"ἀνταποδοτέος"		"a)ntapodote/oj "	3	0	190	0		0	"amtapodoteor"	"ἀνταποδοτέος"							0	0	0	"a)ntapodote/os"	2	20	1162
908	"ἀνταπολαμβάνω"	"to receive or accept in return"	"a)ntapolamba/nw "	2	0	332	0		0	"amtapokalbamy"	"ἀνταπολαμβάνω"							0	0	0	"a)ntapolamba/nw"	2	18	1201
909	"ἀνταπόλλυμι"	"to destroy in return"	"a)ntapo/llumi "	2	0	78	0		0	"amtapokkuli"	"ἀνταπόλλυμι"							0	0	0	"a)ntapo/llumi"	0	2	1211
910	"ἀντεικάζω"	"to compare in return"	"a)nteika/zw "	2	0	660	0		0	"amteijafy"	"ἀντεικάζω"							0	3	0	"a)nteika/zw"	0	1	2915
911	"ἀντεῖπον"	"to speak against or in answer, gainsay"	"a)ntei=pon "	2	0	221	0		0	"amteipom"	"ἀντει̂πον"							0	0	0	"a)ntei=pon"	1	2	2935
912	"ἀντεπιδείκνυμι"	"to exhibit in turn"	"a)ntepidei/knumi "	2	0	173	0		0	"amtepideijmuli"	"ἀντεπιδείκνυμι"							0	0	0	"a)ntepidei/knumi"	2	10	3590
913	"ἀντεπιτάσσω"	"to order in turn"	"a)ntepita/ssw "	2	0	524	0		0	"amtepitassy"	"ἀντεπιτάσσω"							0	3	0	"a)ntepita/ssw"	2	19	3740
914	"ἀντεραστής"	"a rival in love"	"a)nterasth/j "	1	0	717	0		0	"amteqastgr"	"ἀντεραστής"							0	0	0	"a)nterasth/s"	0	1	0
915	"ἀντερείδω"	"to set firmly against"	"a)nterei/dw "	2	0	807	0		0	"amteqeidy"	"ἀντερείδω"							0	0	0	"a)nterei/dw"	1	2	3839
916	"ἀντέρως"	"return-love"	"a)nte/rwj "	1	0	717	0		0	"amteqyr"	"ἀντέρως"							0	0	0	"a)nte/rws"	0	2	0
917	"ἀντερωτάω"	"to question in turn"	"a)nterwta/w "	2	0	227	0		0	"amteqytay"	"ἀντερωτάω"							0	0	0	"a)nterwta/w"	1	8	3902
918	"ἀντέχω"	"to hold against"	"a)nte/xw "	2	0	231	0		0	"amtewy"	"ἀντέχω"							0	0	0	"a)nte/xw"	1	12	4196
919	"ἄντη"		"a)/nth "	1	0	0	0		0	"amtg"	"ἄντη"							0	0	0	"a)/nth"	0	0	0
920	"ἀντήνωρ"	"instead of a man"	"a)nth/nwr "	0	0	65	0		0	"amtgmyq"	"ἀντήνωρ"							0	0	0	"a)nth/nwr"	0	24	0
921	"Ἀντήνωρ"		")Anth/nwr "	6	0	0	0		0	"amtgmyq"	" ̓Αντήνωρ"							0	0	0	"*)anth/nwr"	0	0	0
922	"ἀντί"	"over against, opposite. c. gen."	"a)nti/ "	10	0	650	0		0	"amti"	"ἀντί"							0	0	0	"a)nti/"	0	2	0
923	"ἀντί-ἀδικέω"		"a)nti/-a)dike/w "	2	0	192	0		0	"amtiadijey"	"ἀντί-ἀδικέω"							0	0	0	"a)nti/-a)dike/w"	1	3	142
924	"ἀντιάω"	"to go for the purpose of meeting"	"a)ntia/w "	2	0	650	0		0	"amtiay"	"ἀντιάω"							0	0	0	"a)ntia/w"	0	1	0
925	"ἀντιβολέω"	"to meet by chance"	"a)ntibole/w "	2	0	114	0		0	"amtibokey"	"ἀντιβολέω"							0	0	0	"a)ntibole/w"	0	3	0
926	"ἀντιβόλησις"		"a)ntibo/lhsij "	1	0	114	0		0	"amtibokgsir"	"ἀντιβόλησις"							0	0	0	"a)ntibo/lhsis"	0	4	0
927	"ἀντιβολία"	"entreaty, prayer"	"a)ntiboli/a "	1	0	114	0		0	"amtibokia"	"ἀντιβολία"							0	0	0	"a)ntiboli/a"	0	5	0
928	"ἀντιγραφεύς"	"a check-clerk, controller"	"a)ntigrafeu/j "	1	0	161	0		0	"amticqaveur"	"ἀντιγραφεύς"							0	0	0	"a)ntigrafeu/s"	0	2	0
929	"ἀντιγραφή"	"a reply in writing"	"a)ntigrafh/ "	1	0	161	0		0	"amticqavg"	"ἀντιγραφή"							0	0	0	"a)ntigrafh/"	1	13	2076
930	"ἀντιγράφω"	"to write against or in answer, write back"	"a)ntigra/fw "	2	0	161	0		0	"amticqavy"	"ἀντιγράφω"							0	0	0	"a)ntigra/fw"	1	21	2081
931	"ἀντιδέομαι"	"to entreat in return"	"a)ntide/omai "	2	0	184	0		0	"amtideolai"	"ἀντιδέομαι"							0	0	0	"a)ntide/omai"	1	5	2207
932	"ἀντί-διεξέρχομαι"		"a)nti/-diece/rxomai "	2	0	225	0		0	"amtidieneqwolai"	"ἀντί-διεξέρχομαι"							0	0	0	"a)nti/-diece/rxomai"	3	10	2534
933	"ἀντίδικος"	"an opponent in a suit, defendant"	"a)nti/dikoj "	1	0	192	0		0	"amtidijor"	"ἀντίδικος"							0	0	0	"a)nti/dikos"	0	9	0
934	"ἀντί-δοξάζω"		"a)nti/-doca/zw "	2	0	197	0		0	"amtidonafy"	"ἀντί-δοξάζω"							0	3	0	"a)nti/-doca/zw"	1	19	2676
935	"ἀντιδράω"	"to act against, retaliate"	"a)ntidra/w "	2	0	203	0		0	"amtidqay"	"ἀντιδράω"							0	0	0	"a)ntidra/w"	1	4	2719
936	"ἀντιδωρέομαι"	"to present in return"	"a)ntidwre/omai "	2	0	190	0		0	"amtidyqeolai"	"ἀντιδωρέομαι"							0	0	0	"a)ntidwre/omai"	0	3	0
937	"ἀντίθεσις"	"opposition, resistance"	"a)nti/qesij "	1	0	540	0		0	"amtihesir"	"ἀντίθεσις"							0	0	0	"a)nti/qesis"	1	8	4512
938	"ἀντί-καίω"		"a)nti/-kai/w "	2	0	664	0		0	"amtijaiy"	"ἀντί-καίω"							0	0	0	"a)nti/-kai/w"	1	3	4892
939	"ἀντικακουργέω"	"to damage in turn"	"a)ntikakourge/w "	2	0	300	0		0	"amtijajouqcey"	"ἀντικακουργέω"							0	0	0	"a)ntikakourge/w"	0	2	4902
940	"ἀντίκειμαι"	"to be set over against, lie opposite"	"a)nti/keimai "	2	0	306	0		0	"amtijeilai"	"ἀντίκειμαι"							0	0	0	"a)nti/keimai"	1	4	5189
941	"ἀντικρύ"	"over against, right opposite"	"a)ntikru/ "	4	0	0	0		0	"amtijqu"	"ἀντικρύ"							0	0	0	"a)ntikru/"	0	0	0
942	"ἄντικρυς"	"straight on, right on"	"a)/ntikruj "	3	0	650	0		0	"amtijqur"	"ἄντικρυς"							0	0	0	"a)/ntikrus"	0	2	0
943	"ἀντιλαβή"	"a thing to hold by, a handle"	"a)ntilabh/ "	1	0	332	0		0	"amtikabg"	"ἀντιλαβή"							0	0	0	"a)ntilabh/"	0	1	0
944	"ἀντιλαμβάνω"	"to receive instead of"	"a)ntilamba/nw "	2	0	332	0		0	"amtikalbamy"	"ἀντιλαμβάνω"							0	0	0	"a)ntilamba/nw"	1	16	5638
945	"ἀντιλέγω"	"to speak against, gainsay, contradict"	"a)ntile/gw "	2	0	337	0		0	"amtikecy"	"ἀντιλέγω"							0	0	0	"a)ntile/gw"	1	40	5657
946	"ἀντίληψις"	"a receiving in turn or exchange"	"a)nti/lhyij "	1	0	332	0		0	"amtikgxir"	"ἀντίληψις"							0	0	0	"a)nti/lhyis"	1	40	5715
947	"ἀντιλογικός"	"given to contradiction, contradictory, disputatious"	"a)ntilogiko/j "	3	0	337	0		0	"amtikocijor"	"ἀντιλογικός"							0	0	0	"a)ntilogiko/s"	0	9	0
948	"Ἀντίλοχος"		")Anti/loxoj "	6	0	0	0		0	"amtikowor"	" ̓Αντίλοχος"							0	0	0	"*)anti/loxos"	0	0	0
949	"ἀντίμοιρος"		"a)nti/moiroj "	3	0	672	0		0	"amtiloiqor"	"ἀντίμοιρος"							0	0	0	"a)nti/moiros"	0	4	0
950	"ἀντί-οἴομαι"		"a)nti/-oi)/omai "	2	0	380	0		0	"amtioiolai"	"ἀντί-οἴομαι"							0	0	0	"a)nti/-oi)/omai"	1	3	6649
951	"ἀντίος"	"set against"	"a)nti/oj "	3	0	650	0		-1	"amtior"	"ἀντίος"							0	0	0	"a)nti/os"	0	3	0
952	"Ἀντιοχίς"		")Antioxi/j "	6	0	0	0		0	"amtiowir"	" ̓Αντιοχίς"							0	0	0	"*)antioxi/s"	0	0	0
