Field1	Field2
δοκόν	
δοκός	a bearing-beam
δοκώ	
δόλος	a bait
δολόω	to beguile, ensnare, take by craft
δόξα	a notion
δοξάζω	to think, imagine, suppose, fancy, conjecture
δοξαστικός	
δόξις	
δοριάλωτος	captive of the spear, taken in war
δορυφορέω	to attend as a bodyguard
δόσις	a giving
δουλεία	servitude, slavery, bondage
δούλειος	slavish, servile
δουλευτέον	
δουλευτέος	one must be a slave
δουλεύω	to be a slave
δούλη	
δοῦλος	a born bondman or slave
δουλόω	to make a slave of, enslave
Δράκων	
δραχμή	a handful
δραχμός	
δράω	to do
δρομεύς	a runner
δρομή	
δύη	woe, misery, anguish, pain
δύναμαι	to be able, capable, strong enough
δύναμις	power, might, strength
δύνασις	
δυναστεία	power, lordship, sovereignty
δυναστεύω	to hold power or lordship, be powerful
δυνάστης	a lord, master, ruler
δυνατέω	to be powerful, mighty
δυνατός	strong, mighty, able
δύο	two
δυσαπάλλακτος	hard to get rid of
δυσάρεστος	hard to appease, implacable
δυσγένεια	low birth
δύσερις	very quarrelsome, contentious
δυσκαταμάθητος	hard to learn or understand
δυσκολαίνω	to be peevish or discontented
δύσκολος	hard to satisfy with food;
δύσμαχος	hard to fight with, unconquerable
δυσμένεια	ill-will, enmity
δυσμενής	full of ill-will, hostile
δύσπειστος	
δυσπολέμητος	hard to war with
δυσπραξία	ill success, ill luck
δυστυχέω	to be unlucky, unhappy, unfortunate
δυστυχής	unlucky, unfortunate
δυστυχία	ill luck, ill fortune
δυσχεραίνω	to be unable to endure
δυσχέρεια	annoyance or disgust
δυσχερής	hard to take in hand or manage
δύσχρηστος	hard to use, nearly useless
δυσχωρία	difficult, rough ground
δύω	to strip off
δωρεά	a gift, present
δωρέω	to give, present
Δωριεύς	a Dorian, descendant of Dorus
Δωρίζω	to imitate the Dorians in life, dialect
Δωρικός	Doric
Δώριος	Dorian
δῶρον	a gift, present
δώσων	always going to give
ἕ	sui.
ἐάν	if haply
ἐατέος	to be suffered
ἑαυτοῦ	itself, absolutely
ἐάω	to let, suffer, allow, permit
ἑβδομήκοντα	seventy
ἐγγίγνομαι	to be born or bred in
ἐγγράφω	to mark in or on, to paint on
ἐγγυητής	one who gives security, a surety
ἐγγυητός	wedded
ἐγγύς	near, nigh, at hand
ἐγγύτερος	
ἐγείρω	to awaken, wake up, rouse
ἐγκαθίστημι	to place or establish in
ἐγκαλέω	to call in
ἐγκαλύπτω	to veil in
ἐγκαταλείπω	to leave behind
ἐγκαταμίγνυμαι	to be mixed in or with
ἔγκλημα	an accusation, charge, complaint
ἐγκράτεια	mastery over
ἐγκρατής	in possession of power
ἐγκυκλέομαι	to rotate in
ἐγκύκλιος	circular, rounded, round
ἐγκωμιάζω	to praise, laud, extol
ἐγκώμιος	in or of the same village, native
ἔγρω	
ἐγχειρίζω	to put into one's hands, entrust
ἐγώ	ego
ἐγώγε	
ἔδεσμα	meat
ἕδος	a sitting-place
ἔδω	to eat
ἐθελοντής	
ἐθέλω	to will, wish, purpose
ἔθεσαν	
ἐθίζω	to accustom, use
ἐθιστέον	
ἐθιστέος	
ἔθνος	a number of people accustomed to live together, a company, body of men
ἔθος	custom, habit
ἔθω	to be accustomed
εἰ	whether.
εἴδησις	
εἰδοί	Idus
εἶδον	to see, perceive, behold
εἶδος	that which is seen, form, shape, figure
εἴδωλον	an image, a phantom
εἶεν	well!
εἴθε	would that!
εἰκάζω	to make like to, represent by a likeness, portray
εἰκῇ	without plan or purpose, heedlessly, rashly, at random, at a venture
εἰκός	like truth
εἴκοσι	twenty
εἰκότως	in all likelihood, suitably, fairly, reasonably, naturally
εἴκω	to yield, give way, draw back, retire
εἰκών	a likeness, image, portrait
εἰλικρινής	unmixed, without alloy, pure
Εἵλως	a Helot
εἱλωτεύω	
εἶμι	to go
εἰμί	to be, to exist
εἴπερ	strengthd. for
εἶπον	to speak, say
εἶπος	
Εἰρήνη	
εἰρήνη	peace, time of peace
εἰρηνικός	of or for peace, peaceful
εἴρω	
εἰς	into, to c. acc.
εἷς	
εἰσαγγελία	an impeachment
εἰσαγγέλλω	to go in and announce
εἰσάγω	to lead in or into, to introduce
εἰσαγώγιμος	that can or may be imported
εἰσαφικνέομαι	to come into or to, reach or arrive at
εἰσβαίνω	to go into
εἰσβάλλω	to throw into, put into
εἰσβιβάζω	to put on board ship
εἰσβολή	an inroad, invasion, attack
εἰσδέχομαι	to take into, admit
εἴσειμι	to go into
εἰσέρχομαι	to go in or into, enter
εἰσηγέομαι	to bring in, introduce
εἰσήγημα	a proposition, motion
εἰσθέω	to run into, run up
εἰσίημι	to send into
εἰσπέμπω	to send in, bring in, let in
εἰσπίπτω	to fall into
εἰσπλέω	to sail into, enter
εἰσποιέω	to give in adoption
εἴσπραξις	a getting in or collection
εἰσπράσσω	to get in or exact
εἰσρέω	to stream in or into
εἰστίθημι	to put into, place in
εἰσφέρω	to carry into or to
εἰσφορά	a gathering in
εἰσφορέω	
εἰσωθέω	to thrust into
εἶτα	then, next
εἴτε	
ἐκ	from out of
ἕκαστος	every, every one, each, each one
ἑκάστοτε	each time, on each occasion
ἑκάτερος	each of two, either, each singly
Ἑκάτομνος	
ἑκατόν	a hundred
ἐκβαίνω	to step out of or off from
ἐκβάλλω	to throw or cast out of
ἐκ-βαρβαρόομαι	
ἐκβολάς	
ἐκβολή	a throwing out
ἐκγίγνομαι	to be born of
ἔκγονος	born of, sprung from
ἐκδίδωμι	to give up, surrender
ἔκδοτος	given up, delivered over, surrendered
ἐκεῖ	there, in that place
ἐκεῖθεν	from that place, thence
ἐκεῖνος	the person there, that person or thing
ἐκεῖσε	thither, to that place
ἐκκεχυμένως	profusely
ἐκκλησία	an assembly of the citizens regularly summoned, the legislative assembly
ἐκκλησιάζω	to hold an assembly, debate therein
ἐκκομίζω	to carry out
ἐκλαμβάνω	to receive from
ἐκλάπτω	to drink off
ἐκ-λέγω	
ἐκλέγω	to pick or single out
ἐκλείπω	to leave out, omit, pass over
ἐκλελυμένως	loosely, carelessly
ἐκλύω	to loose, release, set free, from
ἐκμανθάνω	to learn thoroughly
ἑκούσιος	voluntary
ἐκπέμπω	to send out or forth from
ἔκπεμψις	a sending out or forth
ἐκπίπτω	to fall out of
ἐκπλέω	to sail out, sail away, weigh anchor
ἐκπλήγνυμι	
ἐκποδών	away from the feet
ἐκπολιορκέω	to force a besieged town to surrender
ἐκπορίζω	to invent, contrive
ἐκπρίασθαι	to buy off
ἐκσπονδος	
ἔκσπονδος	out of the treaty, excluded from it
ἑκτακόσιος	
ἐκταράσσω	to throw into great trouble, to agitate
ἐκτίθημι	to set out, place outside
ἐκτίνω	to pay off, pay in full
ἐκτομάς	
ἐκτομή	a cutting out
ἐκτυπόω	to model or work in relief
ἐκφέρω	to carry out of
ἐκφοβέω	to frighten away, affright
ἐκχέω	to pour out
ἑκών	willing, of free will, readily
ἐλασσόω	to make less or smaller, to lessen, diminish, lower
ἐλάσσων	smaller, less
ἐλαύνω	to drive, drive on, set in motion
ἐλαφρός	lightly, buoyantly
ἐλάχιστος	the smallest, least
ἐλέα	
ἐλεᾶς	a kind of owl
ἔλεγος	a song of mourning, a lament
ἔλεγχος	a cross-examining, testing
ἐλέγχω	to disgrace, put to shame
ἐλεέω	to have pity on, shew mercy upon
ἐλεήμων	pitiful, merciful, compassionate
Ἑλένη	
ἑλένη	
ἐλεός	a kitchen-table, a board on which meat was cut up, a dresser
ἔλεος	pity, mercy, compassion
ἐλευθερία	freedom, liberty
ἐλευθέριος	speaking or acting like a freeman, free-spirited, frank
ἐλεύθερος	free
ἐλευθερόω	to free, set free
ἐλευθέρωσις	a setting free
ἕλκω	to draw, drag
Ἑλλάς	Hellas
ἐλλείπω	to leave in, leave behind
Ἕλλην	Hellen
Ἑλληνικός	Hellenic, Greek
Ἐλληνικῶν	
Ἑλληνίς	a Grecian woman
Ἐλλήνων	
Ἑλλήσποντος	the Hellespont or sea of Helle
Ἐλλησπόντῳ	
Ἑλλήων	
ἔλλιπος	
ἐλλόγιμος	held in account
ἐλπίζω	to hope for, look for, expect
ἐλπίς	hope, expectation
ἐλύω	to roll round
ἐμαυτοῦ	of me, of myself
ἐμβάλλω	to throw in, put in
ἐμβριθής	weighty
ἐμέω	to vomit, throw up
ἐμμένω	to abide in
ἐμός	mine
ἐμπειρία	experience
ἔμπειρος	experienced or practised in
ἐμπίμπρημι	to kindle, burn, set on fire
ἐμπίπλημι	to fill quite full
ἐμπίπτω	to fall in or upon or into
ἐμπλέκω	to plait or weave in
ἔμπληκτος	stunned, amazed, stupefied
ἐμποδίζω	to put the feet in bonds, to fetter
ἐμποδών	at the feet, in the way, in one's path
ἐμποιέω	to make in
ἐμπολιτεύω	to be one of a state, to be a citizen, hold civil rights
ἐμπορία	commerce, trade, traffic
ἐμπόριον	the Exchange
ἐμπόριος	
ἔμπορος	one who goes on shipboard as a passenger
ἐμπρήθω	to blow up, inflate
ἔμπροσθεν	before, in front
ἔμπυος	suppurating
ἐμφανίζω	to make manifest, exhibit
ἔμφραγμα	
ἔμφρων	in one's mind or senses
ἔμφυτος	implanted, innate, natural
ἐμφύω	to implant
ἐν	in, among. c. dat.
ἔναγχος	just now, lately
ἐναλλάξ	crosswise
ἐνάμιλλος	engaged in equal contest with, a match for
ἐναντίον	
ἐναντιόομαι	to set oneself against, oppose, withstand
ἐναντίος	opposite
ἐναντίωσις	a contradiction
ἐναργής	visible, palpable, in bodily shape
ἐνάρχομαι	to begin the offering
ἐνδεής	in need of
ἔνδεια	want, need, lack
ἐνδείκνυμι	to mark, point out
ἕνδεκα	eleven
ἐνδελεχής	continuous, perpetual
ἐνδέχομαι	to take upon oneself
ἐνδέω	
ἐνδίδωμι	to give in
ἔνδον	in, within, in the house, at home
ἔνδοξος	held in esteem or honour, of high repute
ἐν-εἰμί	
ἔνειμι	to be in
ἕνεκα	on account of, for the sake of, because of, for
ἐνενήκοντα	ninety
ἐν-ἐπιδείκνυμι	
ἐνεργάζομαι	to make or produce in
ἐνεργός	at work, working, active, busy
ἐν-ἠμί	
ἐνθάδε	thither, hither
ἐνθένδε	hence, from this quarter
ἐνθυμέομαι	to lay to heart, consider well, reflect on, ponder
ἐνθύμημα	a thought, piece of reasoning, argument
ἐνιαυτός	any long period of time, a cycle, period
ἐνίημι	to send in or into
ἔνιοι	some
ἐνίοτε	sometimes
ἐνίστημι	to put, set, place in
ἐν-μετοκλάζω	
ἐννεάκρουνος	with nine springs
Ἐννεάκρουνος	
ἔννοια	a thought in the mind, notion, conception
ἐνοικέω	to dwell in
ἕνος	belonging to the former of two periods, last year's
ἐνοχλέω	to trouble, disquiet, annoy
ἔνοχος	held in
ἐνσημαίνομαι	to intimate
ἐνταῦθα	here, there
ἐντάφιος	of or used in burial
ἐντειχίζω	to build or fortify in
ἐντελής	complete, full
ἐντέλλω	to enjoin, command
ἐντεῦθεν	hence or thence
ἔντευξις	a lighting upon, meeting with, converse, intercourse
ἐντιμάω	to value in or among
ἔντιμος	in honour, honoured, prized
ἐντός	within, inside
ἐντριβής	proved by rubbing, versed in
ἐντρίβω	to rub in or into
ἐντυγχάνω	to light upon, fall in with, meet with
ἕξ	six
ἐξαγγέλλω	to send out
ἐξαγριόω	to make wild or waste
ἐξάγω	to lead out
ἐξαγωγή	a leading out
ἐξαιρετός	that can be taken out, removable
ἐξαιρέω	to take out of
ἐξαίρω	
ἐξαιτέω	to demand or ask for from
ἐξαίφνης	on a sudden
ἑξακισχίλιοι	six thousand
ἐξαλείφω	to plaster or wash over
ἐξαλλάσσω	to change utterly
ἐξαμαρτάνω	to err from the mark, fail
ἐξαναγκάζω	to force or compel utterly
ἐξανδραποδίζω	to reduce to utter slavery
ἐξανίστημι	to raise up: to make one rise
ἐξαπατάω	to deceive or beguile thoroughly
ἐξαπάτη	gross deceit
ἐξαριθμέω	to count throughout, number
ἐξαρκέω	to be quite enough for, suffice for
ἐξαρκής	enough, sufficient
ἐξαρκούντως	enough, sufficiently
ἐξαρνέομαι	to deny utterly
ἔξαρνος	denying;
ἐξαρτάω	to hang upon, to make dependent upon
ἔξειμι	to go out, come out
ἐξελέγχω	to convict, confute, refute
ἐξέλκω	to draw or drag out
ἐξεργάζομαι	to work out, make completely, finish off, bring to perfection
ἐξέργω	to shut out from
ἐξέρχομαι	to go or come out of
ἔξεστι	it is allowed, it is in one's power, is possible
ἐξετάζω	to examine well or closely, inquire into, scrutinise, review
ἐξέτασις	a close examination, scrutiny, review
ἐξευρίσκω	to find out, discover
ἐξηγέομαι	to be leader of
ἑξήκοντα	sixty
ἐξιδιόομαι	to appropriate
ἐξίημι	to send out, let
ἕξις	a having, possession
ἐξισόω	to make equal or even bring to a level with
ἐξίστημι	to put out of its place, to change or alter utterly
ἐξίτηλος	going out, losing colour, fading, evanescent
ἐξοκέλλω	to run aground or ashore
ἐξουσία	power or authority
ἔξω	out
ἔξωθεν	from without
ἔοικα	to be like
ἐοικότως	similarly, like
ἑορτάζω	to keep festival or holiday
ἑορτή	a feast or festival, holiday
ἐπαγγέλλω	to tell, proclaim, announce
ἐπάγγελμα	a promise, profession
ἐπάγω	to bring on
ἐπαινέτης	a commender, admirer
ἐπαινέω	to approve, applaud, commend
ἐπαινός	dread
ἔπαινος	approval, praise, commendation
ἐπαίρω	to lift up and set on
ἐπακολουθέω	to follow close upon, follow after
ἐπακτός	brought in, imported
ἐπαμύνω	to come to aid, defend, assist
ἐπαμφοτερίζω	to admit a double sense
ἐπανάγω	to bring up: to stir up, excite
ἐπανάστασις	a rising up against, an insurrection
ἐπανέρχομαι	to go back, return
ἐπανορθόω	to set up again, restore
ἐπανόρθωσις	a correcting, revisal
ἐπαπειλέω	to hold out as a threat to
ἐπαράομαι	to imprecate curses upon
ἐπαραρίσκω	to fit to or upon, fasten to
ἐπαρκέω	to ward off
ἐπάρχω	to be governor of
ἐπαύω	to shout over
Ἔπαφος	
ἐπαφρόδιτος	lovely, charming
ἐπαχθής	heavy, ponderous
ἐπεί	after that, after (postquam), since, when (quum)
ἐπείγω	to press down, weigh down
ἐπειδάν	whenever.
ἐπεῖδον	to look upon, behold
ἔπειμι	to be upon
ἔπειτα	thereupon
ἐπέκεινα	on yonder side, beyond
ἐπέξειμι	to go out against
ἐπεξέρχομαι	to go out against, make a sally against
ἐπέρομαι	to ask besides or again
ἐπέρχομαι	to come upon, come near, come suddenly upon
ἐπερωτάω	to inquire of, question, consult
ἐπέχω	to have or hold upon
ἔπηλυς	one who comes to
ἐπήν	
ἐπί	on, upon with gen., dat., and acc.
ἐπιβάλλω	to throw or cast upon
ἐπιβιόω	to live over or after, survive
ἐπιβλέπω	to look upon, look attentively
ἐπιβουλεύω	to plan or contrive against
ἐπιβουλή	a plan against
ἐπιγαμία	intermarriage
ἐπιγίγνομαι	to be born after, come into being after
ἐπιγραφεύς	
ἐπιγραφή	an inscription
ἐπιγράφω	to mark the surface, just pierce, graze
Ἐπιδαύριος	
ἐπιδείκνυμι	to exhibit as a specimen
ἐπιδεικτέος	one must display
ἐπιδεικτικός	fit for displaying
ἐπίδειξις	a shewing forth, making known
ἐπιδέω	
ἐπιδημέω	to be at home, live at home
ἐπιδίδωμι	to give besides
ἐπιδικάζω	to adjudge property to
ἐπίδοξος	likely or expected to do or be
ἐπίδοσις	a giving over and above, a voluntary contribution
ἐπιείκεια	reasonableness, fairness, equity
ἐπιεικής	fitting, meet, suitable
ἐπιέννυμι	to put on besides or over
ἐπί-ἐπικουρέω	
ἐπιζήμιος	bringing loss upon, hurtful, prejudicial
ἐπιζημιόω	to mulct
ἐπίθετος	added, assumed
ἐπιθέω	to run at or after
ἐπιθυμέω	to set one's heart upon
ἐπιθύμησις	
ἐπιθυμητής	one who longs for or desires
ἐπιθυμητικός	desiring, coveting, lusting after
ἐπιθυμητός	
ἐπιθυμία	desire, yearning, longing
ἐπιθυμιάω	to offer incense
ἐπίκαιρος	in fit time or place, in season, seasonable, opportune, convenient
ἐπικαλέω	to call upon
ἐπικαρπία	the usufruct of a property, revenue, profit
ἐπίκειμαι	to be laid upon
ἐπικηρος	
ἐπίκηρος	subject to death, perishable
ἐπικηρυκεύομαι	to send a message by a herald
ἐπικίνδυνος	in danger, dangerous, insecure, precarious
ἐπικουρία	aid, succour
ἐπίκουρος	an assister, ally
ἐπικρατέω	to rule over
ἐπικυδής	glorious, brilliant, successful
ἐπιλαμβάνω	to lay hold of, seize, attack
ἐπιλέγω	to choose, pick out, select
ἐπί-λέγω	
ἐπιλείπω	to leave behind
ἐπιλήθω	to cause to forget
ἐπιλήσμων	apt to forget, forgetful
ἐπίληψις	a seizing, seizure
ἐπίλοιπος	still left, remaining
ἐπιμέλεια	care, attention
ἐπιμελέομαι	to take care of, have charge of, have the management of
ἐπιμελής	careful or anxious about, put in charge of
ἐπιμέλησις	
ἐπιμένω	to stay on, tarry or abide still
ἐπιμιμνήσκομαι	to bethink oneself of, to remember, think of
ἐπιξενόομαι	to have hospitable relations with, be intimate with
ἐπιορκέω	to swear falsely, forswear oneself
ἐπιπίπτω	to fall upon or over
ἔπιπλα	implements, utensils, furniture, moveable property
ἐπιπλήσσω	to strike at, strike smartly
ἐπιπολάζω	to come to the surface, float
ἐπιπόλαιος	on the surface, superficial
ἐπίπονος	painful, toilsome, laborious
ἐπιρρέω	to flow upon the surface, float a-top
ἐπισημαίνω	to set a mark upon
ἐπισκέπτομαι	
ἐπισκευάζω	to get ready, to equip, fit out
ἐπισκοπέω	to look upon or at, inspect, observe, examine, regard
ἐπισκοτέω	to throw a shadow over
ἐπισπεύδω	to urge on, further or promote
ἐπίσταθμος	at the door
ἐπίσταμαι	to know
ἐπιστατέω	to be set over
ἐπιστάτη	
ἐπιστάτης	one who stands near or by, a suppliant
ἐπιστέλλω	to send to, send as a message or letter
ἐπιστήμη	acquaintance with
ἐπιστολεύς	secretary
ἐπιστολή	a message, command, commission
ἐπιστρατεύω	to march against, make war upon
ἐπίταγμα	an injunction, command
ἐπιτάσσω	to put upon
ἐπιτειχίζω	to build a fort on the frontier
ἐπιτελεστέον	
ἐπιτελεστέος	
ἐπιτελέω	to complete, finish, accomplish
ἐπιτέλλω	to lay upon, enjoin, prescribe, ordain, command
ἐπιτήδειος	made for an end or purpose, fit or adapted for it, suitable, convenient
ἐπιτήδευμα	a pursuit, business, practice
ἐπιτηδεύω	to pursue or practise
ἐπιτίθημι	to lay, put or place upon
ἐπιτιμάω	to lay a value upon
ἐπιτιμή	
ἐπιτίμησις	censure, criticism
ἐπιτρέπω	to turn towards
ἐπιτρέχω	to run upon or at
ἐπί-τροπεύω	
ἐπιτυγχάνω	to hit the mark
ἐπιτυχής	
ἐπιφάνεια	manifestation
ἐπιφανής	coming to light, appearing
ἐπιφέρω	to bring, put or lay upon
ἐπιχαίρω	to rejoice over, exult over
ἐπίχαρις	pleasing, agreeable, charming
ἐπιχειρέω	to put one's hand on
ἐπιχείρημα	an attempt, enterprise
ἐπιχείρησις	an attempt, attack
ἐπιχειρητέον	
ἐπιχειρητέος	one must attempt or attack
ἔποικος	one who has settled among strangers, a settler, alien
ἐπονείδιστος	to be reproached, shameful, ignominious
ἔπος	a word
ἑπτά	seven
ἑπτακόσιοι	seven hundred
ἑπτάς	
ἐπωβελία	an assessment of an obol in the drachma
ἐπωνυμία	a surname, name given after
ἐπωνύμιος	called by the name of
ἐπώνυμος	given as a name
ἔρα	
ἔραμαι	to love, to be in love with
ἔρανος	a meal to which each contributed his share
ἐράω	
ἐργάζομαι	to work, labour
ἐργασία	work, daily labour, business
ἐργαστήριον	any place in which work is done: a workshop, manufactory
ἐργάτης	a workman
ἔργνυμι	to confine
ἐργολαβία	
ἔργον	work
ἔργω	
ἐργώδης	irksome, troublesome
ἔρδω	to do
ἔρεισμα	a prop, stay, support
Ἐρεχθεύς	the render
ἐρέω	to ask, enquire
ἐρημία	a solitude, desert, wilderness
ἐρῆμος	desolate, lone, lonely, lonesome, solitary
ἐρημόω	to strip bare, to desolate, lay waste
ἐρίζω	to strive, wrangle, quarrel
ἔρις	strife, quarrel, debate, contention
ἐριστικός	
Ἐριχθόνιος	
ἔρομαι	to ask, enquire
ἔρος	
ἐρρωμένος	in good health, stout, vigorous
Ἐρυθεία	
ἔρχομαι	to come or go
ἐρῶ	I will say or speak
ἐρώμενος	one's love
ἔρως	love
ἐρωτάω	to ask
ἐρώτησις	a questioning
ἐσθής	dress, clothing, raiment
ἐσθίω	to eat
ἔσθος	
ἔσθω	to eat
Ἑσπερίς	
ἑσπερίς	the Hesperides
ἔστε	up to the time that, until
ἑστίασις	a feasting, banqueting, entertainment
ἐσχατάω	to be at the edge, on the border
ἔσχατος	outermost
ἐτάζω	to examine, test
ἔται	
ἑταίρα	a companion
ἑταιρεία	companionship, association, brotherhood
ἑταιρεῖος	of or belonging to companions
ἑταῖρος	a comrade, companion, mate
ἔτερον	
ἕτερος	one of the
ἑτέρως	in one or the other way
ἔτης	clansmen
ἔτι	yet, as yet, still
ἑτοῖμος	at hand, ready, prepared
ἔτος	a year
εὖ	well
εὐαγγέλιον	the reward of good tidings
Εὐαγόρη	
Εὐαγόρης	
εὐάγωγος	easy to lead, easily led, ductile
εὐαγωγός	
εὐαρμοστία	easiness of temper
εὐάρμοστος	well-joined, harmonious
Εὔβοια	Euboea
εὐβουλία	good counsel, prudence
εὔβουλος	well-advised, prudent
εὐγένεια	nobility of birth, high descent
εὐγενής	well-born, of noble race, of high descent
εὐδαιμονέω	to be prosperous, well off, happy
εὐδαιμονία	prosperity, good fortune, wealth, weal, happiness
εὐδαιμονίζω	to call or account happy
εὐδαίμων	blessed with a good genius;
εὐδιήγητος	
εὐδοκιμέω	to be of good repute, to be held in esteem, honoured, famous, popular
εὐδοκίμησις	good repute, credit
εὐδόκιμος	in good repute, honoured, famous, glorious
εὐδοξία	good repute, credit, honour, glory
εὐεξία	a good habit of body, good state of health, high health
εὐεργεσία	well-doing
εὐεργετέω	to do well, do good
εὐεργέτημα	a service done, kindness
εὐεργέτης	a well-doer, benefactor
εὐήθεια	goodness of heart, good nature, guilelessness, simplicity, honesty
εὔθυνα	a setting straight, correction, chastisement
εὔθυνος	a corrector, chastiser, judge
Εὐθύνουν	
εὐθύνω	to guide straight, direct
εὐθύς	
εὐκαιρία	good season, opportunity
εὔκαιρος	well-timed, in season, seasonable
εὐκλεής	of good report, famous, glorious
εὔκλεια	good repute, glory
εὔκολος	easily satisfied, contented with one's food
εὐκοσμία	orderly behaviour, good conduct, decency
εὐκρινής	well-separated
εὐκτός	wished for
εὐλαβέομαι	to behave like the
εὐλογέω	to speak well of, praise, honour
εὐλογία	good or fine language
εὔλογος	having good reason, reasonable, sensible
εὐμαθής	ready or quick at learning
εὐμενής	well-disposed, favourable, gracious, kindly
εὐμετάβολος	changeable
εὐμεταχείριστος	easy to handle or manage, manageable
Εὐμολπίδαι	
Εὔμολπος	
εὐνάζω	to lay or place in ambush
εὐνάω	to lay or place in ambush
εὐνή	a bed
εὔνοια	good-will, favour, kindness
εὐνοικός	well-disposed, kindly, favourable
εὔνοιος	
Εὔνομος	
εὔνους	well-minded, well-disposed, kindly, friendly
εὐορκέω	to be faithful to one's oath
εὐπαιδία	a goodly race of children
εὐπατρίδης	of good or noble sire, of noble family
εὐπορέω	to prosper, thrive, be well off
εὐπόρησις	
εὐπορία	an easy way
εὔπορος	easy to pass or travel through
εὐπραγία	well-doing, well-being, welfare, success
εὐπρεπής	well-looking, goodly, comely
εὐπροσηγορία	
εὐπροσήγορος	easy of address
εὑρετής	an inventor, discoverer
εὑρετός	discoverable
εὕρημα	an invention, discovery
εὕρησις	
εὑρίσκω	to find
Εὐρυβιάδης	
εὐρυθμία	rhythmical order or movement
εὔρυθμος	rhythmical
Εὐρυσθεύς	
Εὐρώπη	Europa, Europe
Εὐρώπης	
εὔρωστος	stout, strong
εὐσέβεια	reverence towards the gods, piety, religion
εὐσεβέω	to live or act piously and religiously
εὐσεβής	righteous
εὐσύνοπτος	easily taken in at a glance, seen at once
εὐταξία	good arrangement, good condition
εὐτελής	easily paid for, cheap
εὐτραπελία	wit, liveliness
εὐτράπελος	easily turning or changing
εὐτυχέω	to be well off, successful, prosperous
εὐτυχής	well off, successful, lucky, fortunate, prosperous
εὐτυχία	good luck, success, prosperity
εὐφυής	well-grown, shapely, goodly
εὐφυῶς	
εὐχή	a prayer, vow
εὔχομαι	to pray, offer prayers, pay one's vows, make a vow
εὐψυχία	good courage, high spirit
ἐφάμιλλος	a match for, equal to, rivalling
ἐφάπτω	to bind on or to
ἐφεδρεύω	to sit upon, rest upon
ἐφέζομαι	to sit upon
ἐφέλκω	to draw on, drag or trail after
ἐφεξῆς	in order, in a row, one after another
ἐφήκω	to have arrived
ἐφίζω	to set upon
ἐφίημι	to send to
ἐφικνέομαι	to reach at, aim at
ἐφίστημι	to set or place upon
ἐφοράω	to oversee, observe, survey
ἐφορεύω	to be ephor
ἔφορος	an overseer, guardian, ruler
ἐφύω	to rain upon
ἐχθές	yesterday
ἔχθιστος	most hated, most hateful
ἐχθίων	more hated, more hateful
ἔχθρα	
ἔχθρη	hatred, enmity
ἐχθρός	hated, hateful
ἔχθω	to hate
ἔχις	an adder, viper
ἐχόντως	
ἐχυρός	strong, secure
ἔχω	to have or to hold
ἕως	until, till
ζάω	to live
ζεύγνυμι	to yoke, put to
ζεῦγος	a yoke of beasts, a pair of mules, oxen or horses
ζεῦξις	a yoking or manner of yoking
Ζεύς	Zeus
ζέω	to boil, seethe
ζῆλος	eager rivalry, zealous imitation, emulation
ζηλοτυπέω	to be jealous of, to emulate, rival
ζηλόω	to rival, vie with, emulate
ζηλωτής	an emulator, zealous admirer or follower
ζηλωτός	to be emulated, worthy of imitation
ζημία	loss, damage
ζημιόω	to cause loss or do damage to
Ζήνων	
ζητέω	to seek, seek for
ζήτησις	a seeking, seeking for, search for
ζητητέος	to be sought
Ζπάρτῃ	
ζωγρέω	to take alive, take captive
ζώιον	
ζώννυμι	to gird
ζῷον	a living being, animal
ζῶσις	
ζώω	
ᾗ	which way, where, whither, in or at what place
ἤ	
ἧ	
ἦ	in truth, truly, verily, of a surety
ἡγεμονία	a leading the way, going first
ἡγεμονικός	ready to lead or guide
ἡγεμών	one who leads
ἡγέομαι	to go before, lead the way
ἡγός	
ἡδέως	
ἤδη	by this time, before this, already
ἥδομαι	to enjoy oneself, take delight, take one's pleasure
ἡδονά	
ἡδονή	delight, enjoyment, pleasure
ἦδος	delight, enjoyment, pleasure
ἡδύς	sweet
ἠθέω	to sift, strain
ἦθος	an accustomed place
ἥκιστος	least
ἥκω	to have come, be present, be here
Ἠλεῖος	
ἡλικία	time of life, age
ἡλικιώτης	an equal in age, fellow, comrade
ἡλίκος	as big as
Ἥλιος	
ἥλιος	the sun
ἠμελημένως	carelessly;
ἡμέρα	day
ἡμερεύω	to spend the day
ἡμερήσιος	for the day, by day
ἥμερος	tame, tamed, reclaimed
ἡμερόω	to tame, make tame
ἡμέτερος	our
ἠμί	I say
ἡμίθεος	a half-god, demigod
ἡμιόλιος	containing one and a half, half as much again
ἡμίσεια	
ἥμισυς	half
ἡμιτελής	half-finished
ἡμός	
ἤν	see! see there! lo!
ἡνίοχος	one who holds the reins, a driver, charioteer
ἤπειρος	terra-firma, the land
ἠπειρόω	to make into mainland
ἠπειρώτης	of the mainland, living there
ἦπου	I suppose, I ween
Ἥρα	Hera
Ἡράκλεα	
Ἡρακλέης	Heracles
Ἡρακλεῖδαι	
Ἡράκλειδαι	the Heraclidae or descendants of Hercules
Ἡρακλείδης	
ἥρως	warriors
Ἡσίοδος	
ἧσσα	a defeat, discomfiture
ἡσσάομαι	to be less than another, inferior to
ἥσσων	less, weaker, less brave
ἡσυχάζω	to be still, keep quiet, be at rest
ἡσυχία	stillness, rest, quiet
