Field1	Field2
διαθιγή	
διαίρεσις	a dividing, division
διαιρετάκαι	
διαιρετέον	
διαιρετέος	to be divided
διαιρετός	divided, separated
διαιρέω	to take one from another, to cleave in twain, to divide into parts
δίαιτα	a way of living, mode of life
διαιτάω	to feed in a certain way, to diet
διαίτησις	
διαιτητής	an arbitrator, umpire
διακαρτερέω	to endure to the end, last out
διάκειμαι	to be in a certain state, to be disposed or affected
διακληρόω	to assign by lot, allot
διακονέω	to minister, serve, do service
διακόνημα	servants' business, service
διακονία	the office of a διάκονος
διακονικός	serviceable
διάκονος	a servant, waiting-man
διακόπτω	to cut in two, cut through
διακόσιοι	two hundred
διακοσμέω	to divide and marshal, muster in array
διακόσμησις	a setting in order, regulating
διακούω	to hear through, hear out or to the end
διακριβόω	to examine or discuss minutely or with precision
διακρίνω	to separate one from another
Διάκριοι	the mountaineers
διάκρισις	separation, dissolution
διακριτικός	
διακωλύω	to hinder, prevent
διακωμῳδέω	to satirise
διαλαμβάνω	to take or receive severally
διαλάμπω	to shine through, to dawn
διαλανθάνω	to escape notice
διά-λέγω	
διαλέγω	to pick out one from another, to pick out
διαλείπω	to leave an interval between
διαλεκτέον	
διαλεκτέος	one must discourse
διαλεκτικοίδιαλεγονται	
διαλεκτικός	skilled in logical argument
διάλεκτος	discourse: discussion, debate, arguing
διαληπτέον	
διαληπτέος	one must distinguish
διαλλαγή	interchange, exchange
διαλλακτής	
διαλλάξις	
διάλλαξις	
δι'ἄλλας	
διαλλάσσω	to change one with another, interchange
διαλογή	
διάλογικωτερων	
διάλυσις	a loosing one from another, separating, parting
διαλυτέον	
διαλυτέος	one must dissolve
διαλύω	to loose one from another, to part asunder, undo
διαμαρτάνω	to go astray from
δι'ἁμαρτίαν	
διαμάχομαι	to fight or strive with, struggle against
διαμένω	to remain by, stand by
διαμερίζω	to distribute
διαμετρέω	to measure through, out or off
διάμετρον	a measured allowance, rations
διάμετρος	the diameter or diagonal
διαμισέω	to hate bitterly
διαμφισβητέω	to dispute or disagree
διαμφισβήτησις	a disputing, dispute
διαναπαύομαι	to rest awhile
διανεμητικός	distributive
διανεμόομαι	to flutter in the wind
διανέμω	to distribute, apportion
διανίσταμαι	to stand aloof from, depart from
διανοέομαι	to be minded, intend, purpose
διανόησις	
διανοητής	
διανοητικός	of or for thinking, intellectual
διανοητός	
διάνοια	a thought, intention, purpose
διανοίᾳὁρισαι	
διανομεύς	a distributer
διανομή	a distribution
διά-ὁρίζω	
διά-ὀρίνω	
διαπέμπω	to send off in different directions, send to and fro, send about or round
διαπίπτω	to fall away, slip away, escape
διαπιστέω	to distrust utterly
διαπλέω	to sail across
δι'ἀποδείξεως	
διαπονέω	to work out with labour
διαπορεύω	to carry over, set across
διαπορέω	to be quite at a loss
διαπόρημα	
διαπράσσω	to pass over
διαπτυχή	a fold, folding leaf
διαπύλιον	
διαρθρόω	to divide by joints, to articulate
διαρθρωτέον	
διαριθμέω	to reckon up one by one, enumerate
διά-ῥινάω	
διαρπάζω	to tear in pieces
διασαφέω	to make quite clear, shew plainly
διασαφηνίζω	to make quite clear
διασείω	to shake violently
διασεύομαι	to dart through, rush across
διασημαίνω	to mark out, point out clearly
διασίζω	to hiss or whistle violently
διασκεπτέον	
διασκεπτέος	
διασκέπτομαι	
διασκοπέω	to look at in different ways, to examine or consider well
διασπάω	to tear asunder, part forcibly
διά-σπειράομαι	
διασπείρω	to scatter abroad, throw about
διαστασιάζω	to form into separate factions
διάστασις	a standing aloof, separation
διαστέλλω	to put asunder, tear open
διάστημα	an interval
διά-στίζω	
διαστρέφω	to turn different ways, to twist about, distort
διαστροφή	distortion
διασφάλλω	to overturn utterly
διασῴζω	
διαταράσσω	to throw into great confusion, confound utterly
διάτασις	tension
διατάσσω	to appoint or ordain severally, dispose
διάταυτην	
διάταυτης	
διατείνω	to stretch to the uttermost
διατελέω	to bring quite to an end, accomplish
διατελής	continuous, incessant
διατεταμένως	
διατηρέω	to watch closely, observe
διάτι	
διατίθημι	to place separately, arrange
διάτο	
διατρέφω	to sustain continually
διατριβή	a way of spending time
διατρίβω	to rub between, rub hard, rub away, consume, waste
διατριπτέον	
διατριπτέος	one must spend time
διατρώγω	to gnaw through
δι'αὑτά	
διαφάδην	
διαφέρειἠ	
διαφερόντως	differently from, at odds with
διαφέρω	to carry over or across
διαφεύγεισκοπουμενους	
διαφεύγω	to flee through, get away from, escape
διαφθείρω	to destroy utterly
διαφθορά	destruction, ruin, blight, death.
διαφορά	difference, distinction
διαφορέω	to spread abroad
διάφορος	different, unlike
διά-φροντίζω	
διαφυλάσσω	to watch closely, guard carefully
διαφωνέω	to be dissonant
διαχειρίζω	to have in hand, conduct, manage, administer
διαχειροτονέω	to choose between two
διαχωρίζω	to separate
διαψεύδω	to deceive utterly
διαψηφίζομαι	to vote in order with ballots
διαψηφισμός	
διά-ὡρίζω	
διδακτός	taught, learnt
Διδάλης	
δίδαξις	teaching, instruction
διδασκαλεῖον	a teaching-place, school
διδασκαλία	teaching, instruction, education
διδασκαλικός	fit for teaching, capable of giving instruction, instructive
διδάσκαλος	a teacher, master
διδάσκω	to teach
διδαχή	
δίδημι	to bind, fetter
δίδραχμος	worth two drachms: with pay of two drachms a day
δίδωμι	to give
διεγγύα	
διεγγυάω	to give bail for
διεδρεία	
διειλόμεθαἠ	
δίειμι	to go to and fro, roam about
διεῖπον	to say through, tell fully or distinctly
διελαύνω	to drive through or across
δι'ἐμπειρίαν	
διέξειμι	to go out through, pass through
διεξέρχομαι	to go through, pass through
διεξίημι	to let pass through
διέξοδος	a way out through, an outlet, passage, channel
διέπω	to manage
διέρχομαι	to go through, pass through
διερωτάω	to cross-question
δίεσις	
διέχω	to keep apart or separate
Δίη	
διηγέομαι	to set out in detail, describe in full
διηγηματικός	
διήγησις	narrative, statement
διηγητικός	
διήκω	to extend or reach
διηπόρηταιπροτερον	
διῄρηταιπροτερον	
διθυραμβικός	
διθυραμβοποιητική	
διθυραμβοποιός	
διθύραμβος	the dithyramb;
διίημι	to drive or thrust through
διικνέομαι	to go through, penetrate
διίστημι	to set apart, to place separately, separate
διισχυρίζομαι	to lean upon, rely on
δικάζω	to judge, to give judgment on
δικαία	
Δικαία	
Δικαιογένους	
δίκαιοιν	
δικαιοπραγέω	to act honestly
δικαιοπράγημα	a just or honest act
δικαιοπραγής	
δικαιοπραγία	just or honest dealing
δίκαιος	observant of custom and social rule, well-ordered, civilised
δικαιοσύνη	righteousness, justice
δικαιοσύνητο	
δικαίουσυνεστηκεν	
δικαιόω	to set right
δικαίωμα	an act by which wrong is set right
δικανικός	skilled in law, versed in pleading, lawyer-like
δικαστήριον	a court of justice
δικαστής	a judge
δικαστικός	of or for law or trials, practised in them
δικεῖν	to throw, cast
δίκη	custom, usage
δικολογεῖν	
δικολογία	
δίμηνος	
διμναῖος	worth or costing two minae
διό	wherefore, on which account
Διογένης	
διοικέω	to manage a house
διοίκησις	government, administration
διοικίζω	to cause to live apart
διόκαι	
Διοκλέης	
διόλεγεται	
διόλλυμι	to destroy utterly, bring to naught
διόλου	
Διομέδων	
Διομήδης	Jove-counselled;
διόμνυμι	to swear solemnly, to declare on oath that . .
διομολογέω	to make an agreement, undertake
διομολογία	
Δῖον	
Διονύσια	the feast of Dionysus or Bacchus
Διονυσιακός	belonging to Dionysus
Διονύσιον	
Διονύσιος	
διονυσοκόλακας	
Διόνυσος	Dionysus
Διονύσος	
διόοὐδ'	
Διοπείθης	
διόπερ	
διόπεροὐκ	
διορθόω	to make quite straight, set right, amend
διόρθωμα	a making straight, amendment
διόρθωσις	a making straight, restoration, reform
διορθωτικός	
διόρισις	distinction
διορισμός	
διοριστέον	
διοριστέος	
διορύσσω	to dig through or across
Δίος	
δῖος	god-like, divine
Δῖος	
Διόσκοροι	the sons of Zeus
διότι	for the reason that, since
διότιβελτιον	
διότικαι	
Διοτρεφής	cherished by Zeus
δι'οὐδεμίαν	
Διόφαντος	
διπλάζω	to double
διπλασιάζω	to double
διπλάσιος	twofold, double, twice as much as, twice as many as, as long as
διπλασίων	
διπλόος	twofold, double
διπλός	
διπλόω	to double
δίπλωσις	a compounding of words
δίπους	two-footed
δίς	twice, doubly
δίσκος	a
δισμύριοι	twenty thousand
δισσός	two-fold, double
διστάζω	to be in doubt, hesitate
δισχίλιοι	two thousand
δ'ἴσως	
Διφίλου	
δίφρος	the chariot-board
δίχα	in two, asunder
διχάζω	to divide in two
δίχαιον	
διχαστής	a divider
διχή	
δίχους	
διχῶς	doubly, in two ways
διχῶσὑπαρχει	
δίψα	thirst
διψάω	to thirst
δίψησις	
δίψος	
διωβελία	the allowance of two obols
διώβολον	
διωθέω	to push asunder, tear away
διωκτός	
διώκω	to pursue
Δίων	
δίωξις	chase, pursuit
δίωσις	a pushing off, delaying
δόγμα	that which seems to one, an opinion, dogma
δοκεῖἀδυνατον	
δοκεύς	
δοκέω	videor mihi, to think, suppose, imagine, expect
δοκή	a vision, fancy
δοκιμάζω	to assay or test
δοκιμασία	an assay, examination, scrutiny
δοκόν	
δοκός	a bearing-beam
δοκώ	
δολιχαίωνες	
δολοπλόκος	weaving wiles
δολοφονέω	to murder by treachery
δολοφονία	
Δόλων	
δ'ὅλως	
δόξα	a notion
δοξάζω	to think, imagine, suppose, fancy, conjecture
δόξασις	
δοξαστικός	
δόξειεδειλος	
δόξειενἀκολαστος	
δόξειετῶν	
δόξις	
δοξόσοφος	wise in one's own conceit
δόρυ	a stem, tree
δορυφόρος	spear-bearing
δορύφορος	
δόσις	a giving
δοτέος	to be given
δοτικός	
δ'οὐ	
δ'οὐδενός	
δ'οὐκ	
δουλαπατία	
δουλεία	servitude, slavery, bondage
δούλειος	slavish, servile
δουλεύω	to be a slave
δούλη	
δουλικός	of or for a slave, servile
δούλιος	slavish, servile
δουλοπρεπής	befitting a slave, servile
δοῦλος	a born bondman or slave
δουλόω	to make a slave of, enslave
δ'οὔσης	
Δρακοντίδης	
δράκων	a dragon
Δράκων	
δρᾶμα	a deed, act
δραματικός	
δραματοποιήσας	
δρᾶσις	
δραχμή	a handful
δραχμιαῖος	worth a drachma, to the amount of a drachma
δραχμός	
δράω	to do
δριμύς	piercing, sharp, keen
δρομαῖος	running at full speed, swift, fleet
δρομικός	good at running, swift, fleet
δρόμος	a course, running, race
δρύφακτος	a fence or railing
δυάδεσἀδιαφοροι	
δυάς	the number two
δυάω	to plunge in misery
δύη	woe, misery, anguish, pain
δύμον	
δύναμαι	to be able, capable, strong enough
δυναμένηνἀμφω	
δύναμις	power, might, strength
δύναμισλαμβανεται	
δύνασθαισυνειρειν	
δυναστεία	power, lordship, sovereignty
δυναστευτικός	
δυναστεύω	to hold power or lordship, be powerful
δυνάστης	a lord, master, ruler
δυναστικός	arbitrary
δυνατέω	to be powerful, mighty
δυνάτης	
δυνατόνεἶναι	
δυνατόνὑπο	
δυνατός	strong, mighty, able
δύο	two
δύοοὑτως	
δυοποιός	
δ'ὑπέχωσι	
δυσαφαίρετος	hard to take away
δυσγενής	low-born
δυσδιάλυτος	hard to reconcile
δυσείσοδος	
δυσέκπληκτος	
δύσελπις	hardly hoping, desponding
δυσελπιστία	
δυσέμβολος	hard to enter, inaccessible
δυσεξερεύνητος	hard to investigate
δύσερις	very quarrelsome, contentious
δυσίατος	hard to heal, incurable
δυσίταῦτα	
δυσκίνητος	hard to move
δυσκολία	discontent, peevishness
δύσκολος	hard to satisfy with food;
δυσμένεια	ill-will, enmity
δυσμενής	full of ill-will, hostile
δυσμή	setting
δυσμνημόνευτος	
δύσπειστος	
δυσπερίληπτος	hard to encompass
δυσπραξία	ill success, ill luck
δυσπρόσοδος	hard to get at, difficult of access
δ'ὕστερον	
δυστράπελος	hard to deal with, intractable, stubborn
δυστυχεῖσεἶναι	
δυστυχέω	to be unlucky, unhappy, unfortunate
δυστύχημα	a piece of ill luck, a failure
δυστυχής	unlucky, unfortunate
δυστυχία	ill luck, ill fortune
δυσφορέω	to bear with pain, bear ill
δυσχεραίνω	to be unable to endure
δυσχέρεια	annoyance or disgust
δυσχερής	hard to take in hand or manage
δυσώδης	ill-smelling
δυσωδία	
δύω	to strip off
δώδεκα	twelve
δωδέκατος	the twelfth
Δωδωνίς	
δῴηφαρμακον	
δῶμα	a house
δωματόω	
δωμάω	to build
δωρεά	a gift, present
δωρέω	to give, present
δώρημα	that which is given, a gift, present
δωρητός	open to gifts or presents
Δωριεύς	a Dorian, descendant of Dorus
Δωρίζω	to imitate the Dorians in life, dialect
Δώριος	Dorian
Δωριστί	in Dorian fashion
δωροδόκος	taking presents or bribes
δῶρον	a gift, present
δωροξενία	
δωρος	
δ'ὡς	
δ'ὥσπερ	
δώσων	always going to give
̔διελσ̓	
ε	
ἒ	woe! woe!
ἕ	sui.
εα	
ἐάν	if haply
ἐάνδε	
ἔαρ	spring
ἐατέος	to be suffered
ἑαυτάἐχει	
ἑαυτοῖσεἶναι	
ἑαυτοῦ	itself, absolutely
ἐάω	to let, suffer, allow, permit
ἑβδομάς	the number seven or a number of seven
ἑβδομήκοντα	seventy
ἕβδομος	seventh
ἐγγίγνομαι	to be born or bred in
ἔγγιστος	
ἐγγίων	nearer, nearest
ἐγγραφή	a registering, registration
ἐγγράφω	to mark in or on, to paint on
ἐγγύα	
ἐγγυάω	to give or hand over as a pledge
ἐγγύη	a pledge put into the hand: surety, security
ἐγγυητής	one who gives security, a surety
ἐγγυητός	wedded
ἐγγύθεν	from nigh at hand
ἔγγυος	giving security
ἐγγύς	near, nigh, at hand
ἐγγύτατος	
ἐγγύτερος	
ἐγείρω	to awaken, wake up, rouse
ἔγερσις	a waking
ἐγκαλέω	to call in
ἐγκαλύπτω	to veil in
ἐγκαρτερέω	to persevere or persist in
ἐγκαταγηράσκω	to grow old in
ἐγκαταλείπω	to leave behind
ἐγκέφαλος	that which is within the head, the brain
ἔγκλημα	an accusation, charge, complaint
ἐγκληματικός	litigious
ἐγκλίνω	to bend in or inwards
ἔγκλισις	
ἐγκράτεια	mastery over
ἐγκρατεύεται	
ἐγκρατευόμενος	
ἐγκρατής	in possession of power
ἔγκτασις	
ἔγκτησις	tenure of land in
ἐγκυκλέομαι	to rotate in
ἐγκύκλιος	circular, rounded, round
ἔγκυος	
ἐγκωμιάζω	to praise, laud, extol
ἐγκώμιος	in or of the same village, native
ἐγράζεσθαι	
ἐγρήγορσις	
ἐγχειρίδιον	
ἐγχειρίδιος	in the hand
ἐγχειρίζω	to put into one's hands, entrust
ἐγχέω	to pour in
ἔγχος	a spear, lance
ἐγχρονίζω	to be long about
ἐγχρώζομαι	to be engrained: —
ἐγώ	ego
ἐγώγε	
ἔδαφος	the bottom, foundation, base
ἔδεικατωρθωσεν	
ἔδεισκεψασθαι	
ἔδεσμα	meat
ἐδεστός	eatable: eaten, consumed
ἕδρα	a sitting-place
ἑδραῖος	sitting, sedentary
ἔδω	to eat
ἐδωδή	food, meat, victuals
ἐδώδιμος	eatable
ἔζηκεν	
ἐζήτειτι	
ἕζομαι	to seat oneself, sit
ἐθελοντής	
ἐθέλω	to will, wish, purpose
ἔθεμεν	
ἔθεσαν	
ἐθηκε	
ἐθήρευονκαι	
ἐθίζω	to accustom, use
ἐθισμός	
ἐθιστός	to be acquired by habit
ἔθνος	a number of people accustomed to live together, a company, body of men
ἔθος	custom, habit
ἐθρέφθη	
ἔθω	to be accustomed
εἰ	whether.
εἰδέ	
εἴδηδε	
εἰδῆσαι	
εἰδητικός	
εἴδητῶν	
εἰδοί	Idus
εἴδομαι	are visible, appear
εἶδον	to see, perceive, behold
εἶδονΜαραθῶναδε	
εἰδοποιός	forming a species, specific
εἶδος	that which is seen, form, shape, figure
εἶδοσκαι	
εἶδοσλεγουσιν	
εἶδοστῶν	
εἰδῶνὀντων	
εἰἐκ	
εἶεν	well!
εἰᾗ	
εἴηρται	
εἴησκεπτεον	
εἴθε	would that!
εἰκαζόμενονπρος	
εἰκάζω	to make like to, represent by a likeness, portray
εἰκῇ	without plan or purpose, heedlessly, rashly, at random, at a venture
εἰκονοποιός	
εἰκός	like truth
εἴκοσι	twenty
εἰκότως	in all likelihood, suitably, fairly, reasonably, naturally
εἴκω	to yield, give way, draw back, retire
εἰκών	a likeness, image, portrait
εἰλικρινής	unmixed, without alloy, pure
Εἵλως	a Helot
Εἱλωτεία	the condition of a Helot
εἰμή	
εἰμί	to be, to exist
εἶμι	to go
εἴναι	
εἶναιἀδυνατον	
εἶναιἑκαστῳ	
εἶναιἐκειναις	
εἶναιἑν	
εἶναικαι	
εἶναιμιμησιν	
εἶναιμονην	
εἶναιμονον	
εἶναιπολλαχῶς	
εἶναιστοιχεῖα	
εἶναισυμμετρον	
εἶναισῶμα	
εἶναιταὐτα	
εἶναιτο	
εἶναιτοιοῦτον	
εἶναιτουτους	
εἶναιφασιν	
εἶναιφατεον	
εἶναψ	
εἰοὕτως	
εἴπερ	strengthd. for
εἴπερἡ	
εἴπερὑπαρχει	
εἶπον	to speak, say
εἶπος	
εἰρημέναεἰδη	
εἰρημένωνπρεποντως	
εἰρηνεύω	to bring to peace, reconcile
εἰρήνη	peace, time of peace
εἰρηνικός	of or for peace, peaceful
εἴρηταιἡ	
εἴρηταιμισθος	
εἴρηταιὁ	
εἴρηταιὡς	
εἴρω	
εἴρων	a dissembler, one who says less than he thinks
εἰρωνεία	dissimulation
εἰρωνεύομαι	to dissemble
εἰς	into, to c. acc.
εἷς	
εἰσαγγελία	an impeachment
εἰσαγγέλλω	to go in and announce
εἰσάγω	to lead in or into, to introduce
εἰσαγωγεύς	one who brings cases into court
εἰσαγωγή	importation
εἰσαγώγιμος	that can or may be imported
εἰσάπαξ	at once, once for all
εἰσαῦθις	hereafter, afterwards
εἰσαφικνέομαι	to come into or to, reach or arrive at
εἰσδέχομαι	to take into, admit
εἴσειμι	to go into
εἰσἑκατόν	
εἰσελαύνω	to drive in
εἰσἐνέργειαν	
εἰσέρχομαι	to go in or into, enter
εἰσηγέομαι	to bring in, introduce
εἰσηγητής	one who brings in, a mover, author
εἰσθέω	to run into, run up
εἰσίημι	to send into
εἰσίναὗται	
εἰσίνεἰρημενοι	
εἰσινοἱ	
εἰσκαλέω	to call in
εἰσ-ὁδίζω	
εἴσοδος	a way in, entrance
εἰσοράω	to look into, look upon, view, behold
εἰσπράσσω	to get in or exact
εἰσταῦτα	
εἴστι	
εἰστίθημι	to put into, place in
εἰστόν	
εἰσφέρω	to carry into or to
εἰσφορά	a gathering in
εἰσωθέω	to thrust into
εἶτα	then, next
εἴτ'ἀλλαι	
εἶτατα	
εἴτε	
εἴτ'ἐκ	
εἴτι	
εἰτοῦ	
ἐκ	from out of
Ἑκάβη	
ἐκ-ἀδυνατέω	
ἔκαμνονἠ	
ἐκ-ἀνισόω	
ἑκάστηἐκ	
ἑκάστηνπροσαγορευειν	
ἑκάστηντῶν	
ἕκαστονεἶναι	
ἕκαστονκαι	
ἕκαστονποιοῦσιν	
ἕκαστοντῶν	
ἕκαστος	every, every one, each, each one
ἑκάστοτε	each time, on each occasion
ἑκάστουκαι	
ἑκάστῳτοῦτο	
ἑκατέρανδυναμιν	
ἑκάτερος	each of two, either, each singly
ἑκατέρωθι	on each side
ἑκατομβαιών	the month Hecatombaeon
ἑκατόμβοιος	worth a hundred beeves
ἑκατόν	a hundred
ἕκατος	far-shooting
ἐκβαίνω	to step out of or off from
ἐκβάλλω	to throw or cast out of
ἐκβοήθεια	a going out to aid, a sally
ἐκβολάς	
ἐκβολεύς	
ἐκβολή	a throwing out
ἔκγονος	born of, sprung from
ἐκ-δανείζω	
ἐκδέχομαι	to take or receive from
ἐκδιαιτάομαι	to depart from one's accustomed mode of life, change one's habits
ἐκδιδάσκω	to teach thoroughly
ἐκδίδωμι	to give up, surrender
ἐκδικάζω	to decide finally, settle
ἔκδικος	without law, lawless, unjust
ἔκδοσις	a giving out or up, surrendering
ἐκδύο	
ἐκεῖ	there, in that place
ἐκεῖθεν	from that place, thence
ἐκείνινος	
ἐκεῖνοἀλλο	
ἐκεῖνοαὐτῷ	
ἐκεῖνολεγεται	
ἐκεῖνοποιεῖ	
ἐκεῖνος	the person there, that person or thing
ἐκεῖσε	thither, to that place
ἐκ-ἐκκλησιάζω	
ἔκθεσις	a putting out, exposing
ἐκθέω	to run out, make a sally
ἔκθυμα	
ἐκκαγχάζω	to burst into loud laughter
ἑκκαίδεκα	sixteen
ἔκκειμαι	to be cast out or exposed
ἐκκηρύσσω	to proclaim by voice of herald
ἐκκλησία	an assembly of the citizens regularly summoned, the legislative assembly
ἐκκλησιάζω	to hold an assembly, debate therein
ἐκκλησιαστής	a member of the
ἔκκλητος	selected to judge or arbitrate
ἐκκλίνω	to bend out of the regular line
ἐκκομίζω	to carry out
ἐκκόπτω	to cut out, knock out
ἐκκρίνω	to choose or pick out, to single out
ἔκκρουσις	a beating out, driving away
ἐκκρουστικός	
ἐκκρούω	to knock out
ἐκλαμβάνω	to receive from
ἐκλέγω	to pick or single out
ἐκλείπω	to leave out, omit, pass over
ἔκλειψις	abandonment
ἐκλέπω	to bring
ἐκλογεύς	
ἐκλογή	a picking out, choice, election
ἔκλυσις	release or deliverance from
ἐκλύω	to loose, release, set free, from
ἐκμαγεῖον	that on or in which an impression is made
ἐκμαρτυρέω	to bear witness to
ἐκμισθόω	to let out for hire
ἐκ-ὀργιάζω	
ἑκουσίον	
ἑκούσιονμη	
ἑκούσιος	voluntary
ἐκπαντός	
ἐκπέμπω	to send out or forth from
ἐκπίνω	to drink out or off, quaff
ἐκπίπτω	to fall out of
ἐκπλήγνυμι	
ἐκπληκτικός	striking with consternation, astounding
ἔκπληξις	consternation
ἐκπληρόω	to fill quite up
ἐκπνέω	to breathe out or forth
ἐκπολιορκέω	to force a besieged town to surrender
ἐκπροσθέσεως	
ἔκροος	a flowing out, outflow, outfall
ἔκστασις	any displacement: entrancement, astonishment
ἐκστατικός	inclined to depart from
ἐκ-στοιχειόω	
ἐκστρατεύω	to march out
ἐκτείνω	to stretch out
ἔκτεισις	
ἐκτέμνω	to cut out
ἑκτέον	
ἑκτέος	to be held
ἕκτη	
ἑκτημόριοι	those who paid 1/6th of the produce
ἐκτίθημι	to set out, place outside
ἐκτιμάω	to honour highly
ἐκτίνος	
ἐκτίνω	to pay off, pay in full
ἐκτοπίζω	to take oneself from a place, go abroad
ἐκτόπισις	
ἔκτοπος	away from a place, away from
ἕκτος	sixth
ἐκτός	outside
ἐκτροπή	a turning off or aside
ἐκτῶν	
ἕκτωρ	
Ἕκτωρ	
ἐκφαίνω	to shew forth, bring to light, disclose, reveal, make manifest
Ἐκφαντίδῃ	
ἐκφέρω	to carry out of
ἐκφεύγω	to flee out or away, escape
ἐκφορέω	to carry out
ἐκφόριον	payment on produce, rent, tithe
ἐκχέω	to pour out
ἑκών	willing, of free will, readily
ἐλαία	the olive-tree
ἔλαιον	olive-oil
ἔλαιος	the wild olive
ἐλαιούργιον	
ἐλαιόω	
ἐλασσόω	to make less or smaller, to lessen, diminish, lower
ἐλάσσων	smaller, less
ἐλάττωσις	
ἐλαττωτικός	
ἐλαύνω	to drive, drive on, set in motion
ἔλαφος	a deer
ἐλαφρός	lightly, buoyantly
ἐλάχιστος	the smallest, least
ἔλαχος	
Ἐλεάταις	
ἐλεγεία	an elegy
ἐλεγεῖον	a distich consisting of hexameter and pentameter, the metre of the elegy
ἐλεγειοποιός	
ἐλεγεῖος	
ἐλεγκτικός	fond of cross-questioning or examining
ἔλεγος	a song of mourning, a lament
ἐλεγχείη	reproach, disgrace
ἔλεγχος	a cross-examining, testing
ἐλέγχω	to disgrace, put to shame
ἐλεεινός	finding pity, pitied or moving pity, pitiable, piteous
ἐλεέω	to have pity on, shew mercy upon
ἐλεήμων	pitiful, merciful, compassionate
ἐλεητικός	
Ἑλένη	
ἑλένη	
Ἔλεος	
ἔλεος	pity, mercy, compassion
ἐλευθέρια	
ἐλευθερία	freedom, liberty
ἐλευθεριάζω	
ἐλευθέριος	speaking or acting like a freeman, free-spirited, frank
ἐλευθεριότης	the character of an ἐλευθέριος, liberality
ἐλευθεριότητοσὡσαυτως	
ἐλευθέροισἡκιστα	
ἐλεύθερος	free
ἐλευθερόω	to free, set free
ἐλευθέρωσις	a setting free
Ἐλευσίναδε	to Eleusis
Ἐλευσῖνι	at Eleusis
Ἐλευσίνιος	of Eleusis
Ἐλευσινόθεν	from Eleusis
Ἐλευσίς	Eleusis, an old city of Attica
ἕλη	
Ἐλιμείας	
ἑλκέω	to drag about, tear asunder
ἕλκος	a wound
ἑλκόω	to wound sorely, lacerate
ἕλκω	to draw, drag
ἕλκωσις	ulceration
Ἑλλανοκράτης	
Ἑλλάς	Hellas
ἑλλέβορος	hellebore
ἔλλειμμα	
ἐλλείπω	to leave in, leave behind
ἔλλειψις	
Ἕλλη	
Ἕλλην	Hellen
ἑλληνίζω	
Ἑλληνικός	Hellenic, Greek
ἑλληνοταμίας	
Ἑλλήσποντος	the Hellespont or sea of Helle
ἐλλιμένιον	
ἐλλιμένιος	
ἐλλιπής	wanting, lacking, defective
ἔλλογος	
ἐλλός	
ἑλλός	a young deer, fawn
ἕλος	low ground by rivers, a marsh-meadow
ἐλπίζω	to hope for, look for, expect
ἐλπίς	hope, expectation
ἐλυσιτέλειὁμολογοῦσιν	
ἐλύω	to roll round
ἐμβαίνω	to step in
ἐμβάλλω	to throw in, put in
ἐμβιβάζω	to set in or on
ἐμβλέπω	to look in the face, look at
ἐμβολεύς	anything put in: a dibble for setting plants
ἐμβολή	a putting into
ἐμβόλιμος	inserted, intercalated
ἔμβρυον	a young one
ἔμβρυος	
ἐμέω	to vomit, throw up
ἐμμαίνομαι	to be mad at
ἐμμελής	sounding in unison, in tune or time, harmonious
ἐμμενετικοί	
ἐμμενετικόν	
ἐμμενετικός	
ἐμμένω	to abide in
ἔμμετρος	in measure, proportioned, suitable, moderate
ἔμμηνος	in a month, done or paid every month, monthly
ἐμός	mine
Ἐμπεδοκλέα	
Ἐμπεδοκλεῖ	
Ἐμπεδοκλέους	
ἐμπειρία	experience
ἔμπειρος	experienced or practised in
ἐμπήγνυμι	to fix or plant in
ἐμπήκτης	
ἐμπίπτω	to fall in or upon or into
ἐμπλέκω	to plait or weave in
ἔμπληκτος	stunned, amazed, stupefied
ἐμποδίζω	to put the feet in bonds, to fetter
ἐμπόδιος	at one's feet, coming in the way, meeting
ἐμποδισμός	
ἐμποδιστικός	
ἐμποδών	at the feet, in the way, in one's path
ἐμποιέω	to make in
ἐμποιητέον	
ἐμποιητικός	
ἐμπορία	commerce, trade, traffic
ἐμπόρια	
ἐμπορικός	commercial, mercantile
ἐμπόριον	the Exchange
ἐμπόριος	
ἔμπορος	one who goes on shipboard as a passenger
ἔμπροσθεν	before, in front
ἐμφαίνω	to let
ἐμφανής	shewing in
ἐμφανίζω	to make manifest, exhibit
ἔμφρων	in one's mind or senses
ἔμφυτος	implanted, innate, natural
ἔμψυχος	having life in one, alive, living
ἐμψυχόω	to animate
ἐμψύχῳεἶναι	
ἐν	in, among. c. dat.
ἐναγής	under a curse, excommunicate, accurst
ἐνάγισμα	an offering to the manes
ἔναγχος	just now, lately
ἐναγώνιος	of or for a contest
ἐναλείφω	to anoint with
ἐναλλάξ	crosswise
ἐνάμιλλος	engaged in equal contest with, a match for
ἐναντίαφθειρει	
ἐναντίον	
ἐναντίονεἶναι	
ἐναντιόομαι	to set oneself against, oppose, withstand
ἐναντίος	opposite
ἐναντιότης	contrariety, opposition
ἐναντίωσις	a contradiction
ἐνἅπαντι	
ἐναργής	visible, palpable, in bodily shape
ἐνἁρμονίᾳ	
ἔνατος	ninth
ἐναυξάνω	to increase, enlarge
ἐνδέ	
ἐνδεής	in need of
ἔνδεια	want, need, lack
ἔνδειανἠ	
ἐνδείκνυμι	to mark, point out
