Field1	Field2
ἄφετος	let loose, at large, ranging at will
ἄφημαι	to sit apart
ἄφθεγκτος	voiceless
ἄφθιτος	not liable to perish, imperishable
ἄφθογγος	voiceless, speechless
ἀφίημι	to send forth, discharge
ἀφικνέομαι	to come to
ἀφίλητος	unloved
ἄφιλος	without friends, friendless
ἀφίστημι	to put away, remove
ἀφνειός	rich, wealthy
ἀφόβητος	without fear of
ἄφοβος	without fear
ἀφοράω	to look away from
ἀφορμάω	to make to start from
ἀφορμή	a starting-point
ἄφορμος	departing from
ἄφρακτος	unfenced, unfortified, unguarded
ἄφραστο	
ἄφραστος	unutterable, inexpressible
ἀφρίζω	to foam
Ἀφροδίτη	Aphrodite
ἀφρόντιστος	thoughtless, heedless, taking no care
ἀφρός	foam
ἀφροσύνη	folly, thoughtlessness, senselessness
ἄφρων	without sense
ἀφυής	without natural talent, witless, dull
ἄφυκτος	not to be shunned, from which none escape
ἀφύσσω	to draw
ἀφώνητος	voiceless, speechless
ἄφωνος	voiceless, speechless, dumb, silent
Ἀχαία	Achaia
ἀχαιά	
Ἀχαιός	Achaian
ἄχαλκος	without brass
ἀχείρωτος	untamed, unconquered
Ἀχελῷος	Achelous
ἄχερδος	a wild prickly shrub, a wild pear
Ἀχέρων	Acheron, river of woe
ἀχεύω	grieving, sorrowing, mourning
ἀχέω	
ἄχθομαι	to be loaded
ἄχθος	a weight, burden, load
Ἀχίλλειος	of Achilles
Ἀχιλλεύς	Achilles
ἄχνη	anything that comes off the surface
ἀχόρευτος	not attended with the dance, joyless, melancholy
ἄχορος	without the dance
ἄχος	pain, distress
ἀχρεῖος	useless, unprofitable, good for nothing
ἄχωρ	
ἄψαυστος	untouched, not to be touched, sacred
ἀψεγής	unblamed, blameless
ἀψευδέω	not to lie, to speak truth
ἄψορρος	going back, backwards
ἀψόφητος	noiseless
ἄψοφος	
αντιγονε	
β	
βα	
βάδην	step by step
βαδιστέον	
βαδιστέος	one must walk or go
βάζω	to speak, say
βάθος	depth or height
βάθρον	that on which anything stands
βαθύζωνος	deep-girded
βαθύρριζος	deep-rooted
βαθύρροος	deep-flowing, brimming
βαθύς	deep or high
βαθυσκαφής	deep-dug
βαία	
βαίνω	to walk, step
βαιός	little, small, scanty
Βακχάω	to be in Bacchic frenzy, to rave
Βάκχειος	Bacchic, of or belonging to Bacchus
Βακχεύς	
Βακχεύω	to keep the feast of Bacchus, celebrate his mysteries
Βάκχη	a Bacchante
Βάκχιος	
Βακχίς	
Βακχιώτης	
Βάκχος	Bacchus
βαλβίς	the rope drawn across the race-course
βάλλις	
βάλλω	to throw
βάναυσος	mechanical
βάξις	a saying
βάπτω	to dip in water
βαρβαρόομαι	to become barbarous
βάρβαρος	barbarous
βαρέω	to weigh down, depress
Βαρκαίοις	
βάρος	weight
βαρυάλγητος	very grievous
βαρυαχής	heavy with woe
βαρυβρεμέτης	loud-thundering
βαρυβρώς	gnawing, corroding
βαρυηχής	deep-voiced
βαρύνω	to weigh down, oppress by weight, depress
βαρύποτμος	grievous
βαρύς	heavy
βαρύστονος	groaning heavily, bellowing
βαρύψυχος	heavy of soul, dejected
βασανίζω	to rub
βάσανος	the touch-stone
βασίλεια	a queen, princess
βασιλείδης	
βασίλειον	a kingly dwelling, palace
βασίλειος	of the king, kingly, royal
βασιλεύς	a king, chief
βασίλη	
βάσις	a stepping, step
βᾶσσα	
βαστάζω	to lift, lift up, raise
βάτης	
βάτον	
βάτος	
βαφεύς	
βαφή	a dipping
βέβαιος	firm, steady, steadfast, sure, certain
βέβηλος	allowable to be trodden, permitted to human use
βέλος	a missile
βῆμα	a step, pace, stride
βῆσσα	a wooded comb or glen
βία	bodily strength, force, power, might
βιάζω	to constrain
βίαιος	forcible, violent
βιάω	to constrain
βιβάζω	to make to mount, to lift up, exalt
βιβάω	to stride
βιβρώσκω	to eat, eat up
βιόδωρος	life-giving
βίος	life
βιοστερής	reft of the means of life
βιοτή	a living, sustenance
βίοτος	life
βιόω	to live, pass one's life
βιώνης	
βιώσιμος	to be lived, worth living
βιωτός	to be lived, worth living
βλάβη	hurt, harm, damage
βλάβος	
βλάπτω	to disable, hinder, stop
βλαστάνω	to bud, sprout, grow
βλάστη	birth from
βλαστόν	
βλαστός	a sprout, shoot, sucker
βλεπτός	to be seen, worth seeing
βλέπω	to see, have the power of sight
βλέφαρον	mostly in pl. the eyelids
βλέψις	sight
βλώσκω	to go or come
βο	
βόα	
βοάω	to cry aloud, to shout
βοείη	an ox-hide, ox-hide shield
βόειος	of an ox or oxen
βοεύς	a rope of ox-hide
βοή	a loud cry, shout
βοηλάτης	one that drives away oxen, a cattle-lifter
Βοιωτός	a Boeotian
βολή	a throw, the stroke or wound
βολοί	
βορά	eatage, meat
Βορεάς	
Βορέας	the North wind
βόρειος	from the quarter of the North wind, northern
βορός	devouring, gluttonous
βόσκημα	that which is fed or fatted
βόσκω	to feed, tend
βοσπόριος	
βόστρυχος	a curl or lock of hair
βοτήρ	a herdsman, herd
βότης	
βοτόν	a beast
βουθερής	affording summer-pasture
βουθυτέω	to slay or sacrifice oxen
βούθυτος	of or belonging to sacrifices
βούκολος	
βουκόλος	a cowherd, herdsman
βούλευμα	a deliberate resolution, purpose, design, plan
βουλεύς	
βούλευσις	deliberation
βουλευτέον	
βουλευτέος	one must take counsel
βουλεύω	to take counsel, deliberate, concert measures
βουλή	will, determination
βούλησις	a willing
βούλομαι	to will, wish, be willing
βουνόμος	of oxen at pasture
βούνομος	grazed by cattle
βούπρῳρος	with the face of an ox
βοῦς	cow
βούσταθμον	an ox-stall
βραβεύς	the judge who assigned the prizes at the games
βραδύνω	to make slow, delay
βραδύς	slow
βραδυτής	slowness
βραχίων	the arm
βραχύς	short
βραχυσκελής	
βρέμω	to roar
βρίθω	to be heavy or weighed down with
βροντάω	to thunder
βροντή	thunder
βρότειος	mortal, human, of mortal mould
βροτόομαι	to be stained with gore
βροτός	a mortal man
βρόχος	a noose or slip-knot, for hanging or strangling
βρύκω	to eat with much noise, to eat greedily
βρύον	a kind of mossy sea-weed
βρυχάομαι	to roar, bellow
βρύω	to be full to bursting
βυθός	the depth
βυσσόθεν	from the bottom
βῶλος	a lump of earth, a clod
βώμιος	of an altar
βωμός	any raised platform, a stand
Βοιωτίας	
γ	
γαῖα	a land, country
Γαῖα	
γαιήοχος	earth-upholding
γάλα	milk
γαλήνη	stillness of the sea, calm
γαμβρός	any one connected by marriage
γαμέω	to marry
γάμος	a wedding, wedding-feast
γαμψῶνυξ	with crooked talons
γαμψώνυχος	
γάρ	for
γαστήρ	the paunch, belly
γε	at least, at any rate
γέγωνα	to call out so as to be heard
γείνομαι	to be born
γειτνιάω	to be a neighbour, to border on
γειτονέω	
γείτων	one of the same land, a neighbour
γελαστής	a laugher, sneerer
γελάω	to laugh
γέλοιος	causing laughter, laughable
γέλως	laughter
γέμος	a load, freight
γέμω	to be full
γενεά	race, stock, family
γενέθλη	race, tock, family
γενέθλιος	of or belonging to one's birth
γένεθλον	race, descent
γενειάς	a beard
γένειον	the part covered by the beard, the chin
γένεσις	an origin, source, productive cause
γενέτης	the begetter, father, ancestor
γενηίς	a pickaxe, mattock
γενναῖος	suitable to one's birth or descent
γεννάω	to beget, engender
γέννημα	that which is produced or born, a child
γέννησις	an engendering, producing
γεννῆται	
γεννητής	a parent
γεννητός	begotten
γένος	race, stock, family
γένυς	the under jaw
γεραιός	old
γεραίρω	to honour or reward with
γεραός	
γέρας	a gift of honour
γερονταγωγέω	to guide an old man
γέρων	an old man
γεύω	to give a taste of
γῆ	earth
γηγενής	earthborn
γῆθεν	out of or from the earth
γηθέω	to rejoice
γηίτης	a husbandman
γῆρας	old age
γηράσκω	to grow old, become old
γηροβοσκός	feeding or tending in old age
γῆρυς	voice, speech
γηρύω	to sing or say, speak, cry
Γίγας	
γίγνομαι	to come into being
γιγνώσκω	to learn to know, to perceive, mark, learn
γλαυκός	gleaming, silvery
γλαυκῶπις	with gleaming eyes, brighteyed
γλήνη	the pupil
γλυκύς	sweet
γλῶσσα	the tongue
γλωχίν	any projecting point
γνῶμα	a mark, token
γνώμη	a means of knowing, a mark, token
γνώμων	one that knows or examines, a judge, interpreter
γνωρίζω	to make known, point out, explain
γνῶσις	a judicial inquiry
γνωστός	known, to be known
γνωτός	perceived, understood, known
γοάω	to wail, groan, weep
γογγύλος	round
γονεύς	a begetter, father
γονή	produce, offspring
γόνος	that which is begotten, offspring, a child
γόνυ	the knee
γόος	weeping, wailing, groaning, howling, mourning, lamentation
γοργῶπις	
γοργωπός	fierce-eyed
γοῦν	at least then, at any rate, any way
γραῖα	an old woman
γραῖος	raisins
γράπις	
γραφή	representation by means of lines
γραφής	
γράφω	to scratch, scrape, graze
γύαλον	a hollow
γύαλος	
γύης	
γυῖον	a limb
γυμνός	naked, unclad
γυμνόω	to strip naked
γυναικεῖος	of or belonging to women, like women, befitting them, feminine
γυνή	a woman
δ	
δαίζω	to cleave asunder, cleave
δαιμονάω	to be under the power of a δαίμων, to suffer by a divine visitation
δαιμόνιον	the Deity
δαιμόνιος	of or belonging to a δαίμων
δαίμων	a god, goddess
δαίνυμι	to divide
δάιος	hostile, destructive, dreadful
δαίς	
δαίτη	a feast, banquet
δαίτης	
δαίω	
δακέθυμος	heart-eating, heart-vexing
δάκνω	to bite
δάκρυον	a tear
δακρυρροέω	to melt into tears, shed tears
δακρύω	to weep, shed tears
δαμάζω	to overpower
δάμαρ	a wife, spouse
δαμοῦχοι	
Δανάη	
Δαναοί	the Danaans
Δαναός	
δάος	a firebrand, torch
δᾷος	
δᾳόω	
δάπτω	to devour
Δάρδανος	Dardanus
δάσκιος	thick-shaded, bushy
δασμός	a division, distribution, sharing of spoil
δασύστερνος	shaggy-breasted
Δαυλία	Phocis
δάφνη	the laurel
δάω	to learn
δε	
δέ	but
δεῖ	it is binding on
δείδω	to fear
δείκνυμι	to bring to light, display, exhibit
δείλαιος	wretched, sorry, paltry
δειλία	cowardice
δειλιάω	to be afraid
δειλός	cowardly, craven
δεῖμα	fear, affright
δειμαίνω	to be afraid, in a fright
δειματόω	to frighten
δεινόπους	terrible of foot
δεινός	fearful, terrible, dread, dire
δεινόω	to make terrible: to exaggerate
δεινώψ	fierce-eyed
δείξις	
δεῖξις	
δεῖπνον	the principal meal
δεῖπνος	
δειράς	the ridge of a chain of hills
δεῖσα	
δέκα	ten
δέκατος	tenth
δεκέτης	lasting ten years
δέλτος	a writing-tablet
δελτόω	
Δελφικός	Delphic
Δελφίς	
Δελφοί	the Delphians
δέμας	the frame
δέμνιον	the bedstead or matrass
δέμω	to build
δένδρον	a tree
δεννάζω	to abuse, revile
δεξιά	the right hand
δεξιόομαι	to greet with the right hand, welcome, greet
δεξιός	on the right hand or side
δεξιόσειρος	harnessed by a trace on the right side
δεξίωμα	a pledge of friendship
δέον	that which is binding, needful, right, proper
δέος	fear, alarm, affright
δέρκομαι	to see clearly, see
δέρμα	the skin, hide
δεσμεύω	to fetter, put in chains
δέσμιον	
δέσμιος	binding
δεσμός	anything for binding, a band, bond
δεσμώτης	a prisoner, captive
δεσπόζω	to be lord or master, gain the mastery
δέσποινα	the mistress, lady of the house
δεσποτέω	to be despotically ruled
δεσπότης	a master, lord, the master of the house
δεσπότις	
δεῦρο	hither
δεῦτε	hither! come on! come here!
δεύτερος	second
δεύω	
δέχομαι	to take, accept, receive
δέω	
δή	exactness
δῆθεν	really, in very truth
Δηιάνειρα	destroying her spouse
δηιόω	to cut down, slay
δηλαδή	quite clearly, manifestly
δήλημα	a mischief, bane
Δήλιος	Delian
δῆλος	visible, conspicuous
δηλόω	to make visible or manifest, to show, exhibit
Δημήτηρ	Demeter
δημιουργός	one who works for the people, a skilled workman, handicraftsman
δημόλευστος	publicly stoned
δημότης	one of the people, a commoner, plebeian
δημοῦχος	protecting the people
δήπου	perhaps, it may be
δηρός	long, too long
δῆτα	certainly, to be sure, of course
διά	through c. gen. through, by means of c. acc.
διά-ἄζω	
διαβάλλω	to throw over or across, to carry over or across
διαβόρος	eating through, devouring
διαγιγνώσκω	to distinguish, discern
διάγω	to carry over or across
διαδέχομαι	to receive one from another
διάδοχος	succeeding
διαείδω	
διαζάω	to live through, pass
διαιρετός	divided, separated
διαίσσω	to rush or dart through or across
διαιστόω	to make an end of
δίαιτα	a way of living, mode of life
διαιτάω	to feed in a certain way, to diet
διά-καλέω	
διακονέω	to minister, serve, do service
διάκονος	a servant, waiting-man
διακωλύω	to hinder, prevent
διαμπερές	through and through, right through, clean through
διαμπερής	
διανύω	to bring quite to an end, accomplish, finish
διά-ὁρίζω	
διαπεραιόω	to take across, ferry over
διαπορθέω	to be utterly ruined
διαπράσσω	to pass over
διαπρύσιος	going through, piercing
διαπτύσσω	to open and spread out, to unfold, disclose
διά-πωτάομαι	
διαρραίνομαι	to flow all ways
διαρρέω	to flow through
διαρρήγνυμι	to break through, cleave asunder
διαρροιζέω	to whizz through
διάσημος	clear, distinct
διασκεδάννυμι	to scatter abroad, scatter to the winds, disperse
διασπείρω	to scatter abroad, throw about
διάστροφος	twisted, distorted
διατελέω	to bring quite to an end, accomplish
διατελής	continuous, incessant
διάτορος	piercing, galling
δίαυλος	a double pipe
διαφανής	seen through, transparent
διαφέρω	to carry over or across
διαφθείρω	to destroy utterly
διαφθορά	destruction, ruin, blight, death.
διαφοιβάζω	to drive mad
διά-χαράσσω	
διά-ὡρίζω	
διδακτός	taught, learnt
διδάσκαλος	a teacher, master
διδάσκω	to teach
δίδημι	to bind, fetter
δίδυμος	double, twofold, twain
δίδωμι	to give
διεῖπον	to say through, tell fully or distinctly
διεμπολάω	to sell to different buyers
διεξέρχομαι	to go through, pass through
διεργάζομαι	to make an end of, kill, destroy
διέρπω	to creep or pass through
διέρχομαι	to go through, pass through
διέχω	to keep apart or separate
Δίη	
διήκω	to extend or reach
διήνεμος	blown through, wind-swept
διίημι	to drive or thrust through
διίστημι	to set apart, to place separately, separate
δικάζω	to judge, to give judgment on
δικαία	
δίκαιος	observant of custom and social rule, well-ordered, civilised
δικαιόω	to set right
δικαστής	a judge
δικεῖν	to throw, cast
δίκελλα	a mattock, a two-pronged hoe
Δίκη	
δίκη	custom, usage
δικρατής	co-mate in power
δικτυόκλωστος	woven in meshes
δίλοφος	double-crested
διό	wherefore, on which account
Διόβολος	hurled by Zeus
Διογενής	
διοίγνυμι	to open
διοίχομαι	to be quite gone by
διόλλυμι	to destroy utterly, bring to naught
διόμνυμι	to swear solemnly, to declare on oath that . .
Δῖον	
Διονύσος	
Διόνυσος	Dionysus
διοπτεύω	to watch accurately, spy about
δῖος	god-like, divine
Δῖος	
δίπαλτος	brandished with both hands, two-handed
διπλάζω	to double
διπλῇ	twice, twice over
διπλόος	twofold, double
διπλός	
διπλόω	to double
δίπυλος	double-gated, with two entrances
Διρκαῖαι	
δίρκαιον	
δίς	twice, doubly
δισσάρχης	joint-ruling
δισσός	two-fold, double
δίστολος	in pairs, two together
δίστομος	double-mouthed, with two entrances
διφρευτής	a charioteer
διφρηλατέω	to drive a chariot through
διφρηλάτης	a charioteer
δίφρος	the chariot-board
διφυής	of double form
δίχα	in two, asunder
δίψιος	thirsty, athirst
δίω	to run away, take to flight, flee
δίωγμα	a pursuit, chase
διώδυνος	with thrilling anguish
διώκω	to pursue
διώμοτος	bound by oath
δμωή	a female slave taken in war
δμώς	a slave taken in war
δνοφερός	dark, dusk, murky
δοκεύς	
δοκέω	videor mihi, to think, suppose, imagine, expect
δοκή	a vision, fancy
δόκησις	an opinion, belief, conceit, fancy
δοκόν	
δοκός	a bearing-beam
δοκώ	
δολερός	deceitful, deceptive, treacherous
δολία	
δολιόμυθος	
δολιόπους	stealthy of foot
δόλιος	crafty, deceitful, treacherous
δολόμυθος	subtle-speaking
δολοποιός	treacherous, ensnaring
δόλος	a bait
δολόω	to beguile, ensnare, take by craft
δολῶπις	artful-looking, treacherous
δόμος	a house
δονέω	to shake
δόξα	a notion
δοξάζω	to think, imagine, suppose, fancy, conjecture
δόξις	
δορά	a skin, hide
δορα	
δοριάλωτος	captive of the spear, taken in war
δορίληπτος	won by the spear
δορίς	
δορός	a leathern bag or wallet
δόρυ	a stem, tree
δορύξενος	a spear-friend
δορυσσόης	of battle
δορυσσόητος	
δορυσσόος	charging with the lance
δόσις	a giving
δότης	
δουλεία	servitude, slavery, bondage
δούλειος	slavish, servile
δούλευμα	a service
δουλεύω	to be a slave
δούλη	
δούλιος	slavish, servile
δοῦλος	a born bondman or slave
δουλόω	to make a slave of, enslave
δοῦπος	any dead, heavy sound, a thud
δρ	
δράκις	
δράκων	a dragon
δράμημα	a running, course, a race
δραπέτης	a runaway
δρασείω	to have a mind to do, to be going to do
δρᾶσις	
δράσσομαι	to grasp
δραστέος	to be done
δράω	to do
δρέπω	to pluck, cull
δρίος	a copse, wood, thicket
δρομαῖος	running at full speed, swift, fleet
δρομάς	running
δρόμος	a course, running, race
δρόμων	
δρόσος	dew
Δρύας	
δρυμός	an oak-coppice;
δρῦς	a tree
δυάω	to plunge in misery
δύη	woe, misery, anguish, pain
δύναμαι	to be able, capable, strong enough
δύναμις	power, might, strength
δύνασις	
δυναστεία	power, lordship, sovereignty
δυνάστης	a lord, master, ruler
δυνατέω	to be powerful, mighty
δυνατός	strong, mighty, able
δύο	two
δυοκαιδεκάμηνος	
δυσαής	ill-blowing, stormy
δυσάθλιος	most miserable
δυσαίων	living a hard life, most miserable
δυσάλγητος	hard-hearted
δυσάλωτος	hard to catch or take
δυσάνεμος	
δυσαπάλλακτος	hard to get rid of
δύσαυλος	an unhappy
δύσβατος	inaccessible, impassable
δυσβουλία	ill counsel
δυσγένεια	low birth
δυσδαίμων	of ill fortune, ill-fated
δυσέριστος	shed in unholy strife
δυσεύρετος	hard to find out
δυσθέατος	ill to look on
δύσθεος	godless, ungodly
δυσθεράπευτος	hard to cure
δυσθρήνητος	loud-wailing, most mournful
δύσθυμος	desponding, melancholy, repentant
δυσκάθαρτος	hard to satisfy by purification or atonement
δυσκλεής	infamous, shameful
δύσκλεια	ill-fame, an ill name, infamy
δυσκόμιστος	hard to bear, intolerable
δύσκριτος	hard to discern or interpret
δυσλόγιστος	ill-calculating
δύσλοφος	hard for the neck, hard to bear
δυσμαχέω	to fight in vain against
δυσμαχητέον	
δυσμαχητέος	one must fight desperately with
δυσμένεια	ill-will, enmity
δυσμενής	full of ill-will, hostile
δυσμή	setting
δύσμοιρος	
δύσμορος	ill-fated, ill-starred
δύσνιπτος	hard to wash out
δύσνοια	disaffection, ill-will, malevolence
δύσνους	ill-affected, disaffected
δύσοιστος	hard to bear, insufferable
δύσομβρος	stormy, wintry
δύσοργος	quick to anger
δυσοσμία	an ill smell, ill savour
δυσούριστος	driven by a too favourable wind, fatally favourable
δυσπάρευνος	ill-mated
δυσπετής	falling out ill, most difficult
δυσπινής	squalid
δύσπνοος	
δύσπνους	scant of breath
δυσπόνητος	bringing toil and trouble
δύσπονος	toilsome
δύσποτμος	unlucky, ill-starred, unhappy, wretched
δυσπραξία	ill success, ill luck
δυσπρόσοιστος	hard to approach
δυσπρόσοπτος	hard to look on, horrid to behold
δυσσέβεια	impiety, ungodliness
δυσσεβέω	to think or act ungodly
δυσσεβής	ungodly, impious, profane
δυστάλας	most miserable
δυστέκμαρτος	hard to make out from the given signs, hard to trace, inexplicable
δύστεκνος	unfortunate in children
δύστηνος	wretched, unhappy, unfortunate, disastrous
δυστομέω	to speak evil of
δυστράπελος	hard to deal with, intractable, stubborn
δυστυχέω	to be unlucky, unhappy, unfortunate
δυστυχής	unlucky, unfortunate
δυσφημέω	to use ill words
δυσφημία	ill language, words of ill omen
δυσφιλής	hateful
δυσφορέω	to bear with pain, bear ill
δύσφορος	hard to bear, heavy
δύσφρων	sad at heart, sorrowful, melancholy
δυσχείρωμα	a thing hard to be subdued, a hard conquest
δυσχεραίνω	to be unable to endure
δυσχέρεια	annoyance or disgust
δυσχερής	hard to take in hand or manage
δυσώδης	ill-smelling
δυσώνυμος	bearing an ill name, ill-omened
δύω	to strip off
δώδεκα	twelve
δωδέκατος	the twelfth
Δωδώνη	Dodona
δῶμα	a house
δωματόω	
δωμάω	to build
δωρεά	a gift, present
δωρέω	to give, present
δώρημα	that which is given, a gift, present
δωρητός	open to gifts or presents
Δωρικο	
Δωρικός	Doric
Δωρίς	Dorian
δῶρον	a gift, present
δώσων	always going to give
Δία	
Διός	
ἕ	sui.
ἒ	woe! woe!
ε	
ἔα	ha! oho!
ἐάν	if haply
ἔαρ	spring
ἑαυτοῦ	itself, absolutely
ἐάω	to let, suffer, allow, permit
ἕβδομος	seventh
ἐγ	
ἐγγελάω	to laugh at, mock
ἐγγενής	inborn, native
ἔγγονος	a grandson, granddaughter
ἐγγράφω	to mark in or on, to paint on
ἐγγυάω	to give or hand over as a pledge
ἐγγύθεν	from nigh at hand
ἐγγύς	near, nigh, at hand
ἐγγύτατος	
ἐγγύτερος	
ἐγείρω	to awaken, wake up, rouse
ἐγερτί	eagerly, busily
ἐγκαλέω	to call in
ἔγκαρπος	containing fruit
ἐγκαταζεύγνυμι	to adapt to
ἐγκατασκήπτω	to fall upon
ἔγκειμαι	to lie in, be wrapped in
ἐγκλείω	to shut in, close
ἔγκλημα	an accusation, charge, complaint
ἔγκληρος	having a lot or share in
ἐγκονέω	to be quick and active, make haste, hasten
ἐγκρατής	in possession of power
ἐγκύρω	to fall in with, light upon, meet with
ἐγρεμάχης	rousing the fight
ἐγχάσκω	to gape
ἐγχείρημα	an undertaking, attempt
ἐγχέω	to pour in
ἔγχος	a spear, lance
ἐγχρίμπτω	to bring near to
ἐγχωρέω	to give room
ἐγχώριος	in or of the country
ἔγχωρος	
ἐγώ	ego
ἐγώγε	
ἐδεστής	an eater
ἐδεστός	eatable: eaten, consumed
ἕδος	a sitting-place
ἕδρα	a sitting-place
ἕδρανον	a seat, abode
ἔδω	to eat
ἑδώλιον	a seat
ἕζομαι	to seat oneself, sit
ἐή	
ἐθελοντής	
ἐθέλω	to will, wish, purpose
ἔθνος	a number of people accustomed to live together, a company, body of men
ἔθος	custom, habit
ἔθω	to be accustomed
ει	
εἰ	whether.
εἶα	on! up! away!
εἴβω	to drop, let fall in drops
εἰδοί	Idus
εἴδομαι	are visible, appear
εἶδον	to see, perceive, behold
εἶδος	that which is seen, form, shape, figure
εἴδωλον	an image, a phantom
εἶεν	well!
εἴθε	would that!
εἰκάζω	to make like to, represent by a likeness, portray
εἰκαστός	comparable, similar
εἰκῇ	without plan or purpose, heedlessly, rashly, at random, at a venture
εἰκός	like truth
εἰκότως	in all likelihood, suitably, fairly, reasonably, naturally
εἴκω	to yield, give way, draw back, retire
εἰλύω	to enfold, enwrap
εἴλω	to roll up, pack
εἷμα	a garment
εἶμι	to go
εἰμί	to be, to exist
εἰνάλιος	
εἴπερ	strengthd. for
εἶπον	to speak, say
εἶπος	
εἰρεσία	rowing
εἱρκτέος	one must prevent
εἴρω	
εἷς	
εἰς	into, to c. acc.
εἰσάγω	to lead in or into, to introduce
εἰσαεί	for ever
εἰσακούω	to hearken or give ear to one
εἰσάλλομαι	to spring or rush into
εἰσαναβαίνω	to go up to or into
εἰσάπαξ	at once, once for all
εἰσβαίνω	to go into
εἰσβάλλω	to throw into, put into
εἰσγράφω	to write in, inscribe
εἰσδέχομαι	to take into, admit
εἰσδύνω	to get or go into
εἰσ-εἶδον	
εἴσειμι	to go into
εἰσέπειτα	for hereafter
εἰσέρχομαι	to go in or into, enter
εἰσήκω	to have come in
εἰσίζομαι	to sit down in
εἰσίημι	to send into
εἰσκηρύσσω	to summon by public crier
εἰσκομίζω	to carry into
εἰσλεύσσω	to look into
εἰσ-οἶδα	
εἰσοίκησις	a place for dwelling in, a home
εἰσοπίσω	in time to come, hereafter
εἰσοράω	to look into, look upon, view, behold
εἰσορμάω	to bring forcibly into
εἴσοψις	a spectacle
εἰσπαίω	to burst or rush in
εἰσπέμπω	to send in, bring in, let in
εἰσπίπτω	to fall into
εἰσπλέω	to sail into, enter
εἰσχειρίζω	to put into one's hands, entrust
εἴσω	to within, into
εἰσωθέω	to thrust into
εἶτα	then, next
εἴτε	
εἰωθότως	in customary wise, as usual
ἐκ	from out of
ἐκ-ἄνω	
ἑκάς	far, afar, far off
ἐκάς	
ἕκαστος	every, every one, each, each one
ἑκατόμπους	hundred-footed
ἑκατόν	a hundred
ἐκβαίνω	to step out of or off from
ἐκβάλλω	to throw or cast out of
ἐκβιάζω	to force out
ἐκβολή	a throwing out
ἔκβρωμα	anything eaten out
ἐκγενής	
ἔκγονος	born of, sprung from
ἐκδακρύω	to burst into tears, weep aloud
ἐκδείκνυμι	to shew forth, exhibit, display
ἐκδέχομαι	to take or receive from
ἐκδημέω	to be abroad, to be on one's travels
ἐκδιδάσκω	to teach thoroughly
ἐκδίδωμι	to give up, surrender
ἔκδικος	without law, lawless, unjust
ἐκεῖ	there, in that place
ἐκεῖθεν	from that place, thence
ἐκεῖνος	the person there, that person or thing
ἐκεῖσε	thither, to that place
ἐκ-εὐθετίζω	
ἐκ-ἐφίστημι	
ἑκηβόλος	far-darting, far-shooting
ἕκηλος	at rest, at one's ease
ἕκητι	by means of, by virtue of, by the aid of
ἐκθεάομαι	to see out, see to the end
ἐκθνήσκω	to die away
ἐκ-θρῴσκω	
ἐκ-θύω	
ἐκ-ἰχνοσκοπέω	
ἐκκαλέω	to call out or forth, summon forth
ἐκκαλύπτω	to uncover
ἔκκειμαι	to be cast out or exposed
ἐκκηρύσσω	to proclaim by voice of herald
ἐκκινέω	to move out of
ἐκκλέπτω	to steal and bring off secretly, to purloin
ἐκκομπάζω	to boast loudly
ἐκκρίνω	to choose or pick out, to single out
ἔκκριτος	picked out, select
ἐκκυλίνδω	to roll out
ἐκκυνηγέσαι	
ἐκλαγχάνω	to obtain by lot or destiny
ἐκλαμβάνω	to receive from
ἐκλανθάνω	to escape notice utterly: —
ἐκλείπω	to leave out, omit, pass over
ἐκλέπω	to bring
ἐκλήγω	to cease utterly
ἔκλυσις	release or deliverance from
ἐκλυτήριος	of or for release:—
ἐκλύω	to loose, release, set free, from
ἐκλωβάομαι	to sustain grievous injuries
ἐκμαίνω	to drive mad
ἐκμανθάνω	to learn thoroughly
ἐκμάσσω	to wipe off, wipe away
ἐκμε	
ἐκμετρέω	to measure out, measure
ἕκμηνος	of six months, half-yearly
ἐκνέμομαι	to go forth to feed
ἐκ-νέω	
ἐκνίζω	to wash out, purge away
ἑκούσιος	voluntary
ἔκπαγλος	terrible, fearful
ἐκπείθω	to over-persuade
ἐκπειράζω	to tempt
ἐκπειράομαι	to make trial of, prove, tempt
ἐκπέλει	'tis permitted
ἐκπέμπω	to send out or forth from
ἐκπηδάω	to leap out
ἐκπίμπλημι	to fill up
ἐκπίνω	to drink out or off, quaff
ἐκπίπτω	to fall out of
ἐκπλέω	to sail out, sail away, weigh anchor
ἐκπλήγνυμι	
ἐκπληρόω	to fill quite up
ἐκπνέω	to breathe out or forth
ἐκποδών	away from the feet
ἐκπορθέω	to pillage
ἐκπορίζω	to invent, contrive
ἐκπράσσω	to do completely, to bring about, achieve
ἐκπροτιμάω	to honour above all
ἐκπυνθάνομαι	to search out, make enquiry
ἔκπωμα	a drinking-cup, beaker
ἐκραίνω	to scatter out of, make to fall in drops from
ἐκρέω	to flow out or forth
ἐκρήγνυμι	to break off, snap asunder
ἔκρηξις	
ἐκρίπτω	to cast forth
ἐκσημαίνω	to disclose, indicate
ἐκστέλλω	to fit out, equip
ἐκστέφω	to deck with garlands
ἐκσῴζω	
ἐκτείνω	to stretch out
ἐκτελευτάω	to bring quite to an end, accomplish
ἐκτελέω	to bring quite to an end, to accomplish, achieve
ἐκτελής	brought to an end, perfect
ἐκτέμνω	to cut out
ἐκτίθημι	to set out, place outside
